epoch,accuracy,loss,precision,recall
0,0.9603764414787292,0.23703789710998535,0.9802089333534241,0.8831104636192322
1,0.96879643201828,0.08925016969442368,0.9716135263442993,0.9663199782371521
2,0.9707776308059692,0.08642508089542389,0.9716981053352356,0.9692917466163635
3,0.9732540845870972,0.08329439908266068,0.9736711382865906,0.9707776308059692
4,0.9697870016098022,0.08264688402414322,0.9712159037590027,0.9692917466163635
0,0.9732540845870972,0.08362282067537308,0.9751490950584412,0.9717682003974915
1,0.971272885799408,0.08337584882974625,0.971740186214447,0.9707776308059692
2,0.9737493991851807,0.08351212739944458,0.973710298538208,0.972263514995575
3,0.9727587699890137,0.08237109333276749,0.9727182388305664,0.971272885799408
4,0.971272885799408,0.08080949634313583,0.9717261791229248,0.9702823162078857
0,0.972263514995575,0.08185872435569763,0.9746394753456116,0.9707776308059692
1,0.972263514995575,0.08129476010799408,0.9731743931770325,0.9702823162078857
2,0.972263514995575,0.08106911182403564,0.9732009768486023,0.971272885799408
3,0.9707776308059692,0.08065381646156311,0.9716840386390686,0.96879643201828
4,0.9732540845870972,0.07972876727581024,0.9736972451210022,0.9717682003974915
0,0.9702823162078857,0.08477582037448883,0.9712015986442566,0.96879643201828
1,0.9737493991851807,0.0823042094707489,0.9742191433906555,0.9732540845870972
2,0.972263514995575,0.08178991079330444,0.9726775884628296,0.9697870016098022
3,0.9742446541786194,0.0809435248374939,0.9747149348258972,0.9737493991851807
4,0.971272885799408,0.07994479686021805,0.9716981053352356,0.9692917466163635
0,0.9732540845870972,0.08204763382673264,0.9746898412704468,0.9727587699890137
1,0.9737493991851807,0.08277269452810287,0.9747023582458496,0.9732540845870972
2,0.9737493991851807,0.07918626815080643,0.9746772646903992,0.972263514995575
3,0.9702823162078857,0.07931657135486603,0.971230149269104,0.9697870016098022
4,0.9727587699890137,0.07896661758422852,0.9746394753456116,0.9707776308059692
0,0.972263514995575,0.0821664035320282,0.9731610417366028,0.9697870016098022
1,0.9752352833747864,0.0803309977054596,0.9756702780723572,0.9732540845870972
2,0.972263514995575,0.08067606389522552,0.9736711382865906,0.9707776308059692
3,0.9742446541786194,0.07949670404195786,0.9756823778152466,0.9737493991851807
4,0.9752352833747864,0.07897014915943146,0.9756823778152466,0.9737493991851807
0,0.9717682003974915,0.08283314108848572,0.9726911783218384,0.9702823162078857
1,0.9737493991851807,0.07995232194662094,0.9736972451210022,0.9717682003974915
2,0.9732540845870972,0.07985297590494156,0.9746394753456116,0.9707776308059692
3,0.9742446541786194,0.07840220630168915,0.9747149348258972,0.9737493991851807
4,0.9732540845870972,0.08021388202905655,0.9736972451210022,0.9717682003974915
0,0.9727587699890137,0.0820806697010994,0.974155068397522,0.9707776308059692
1,0.9732540845870972,0.08053208887577057,0.973710298538208,0.972263514995575
2,0.9742446541786194,0.07899722456932068,0.9746772646903992,0.972263514995575
3,0.9732540845870972,0.0801529809832573,0.9741935729980469,0.972263514995575
4,0.9747399687767029,0.07927698642015457,0.9751490950584412,0.9717682003974915
0,0.9697870016098022,0.07980529218912125,0.9706904888153076,0.9678058624267578
1,0.971272885799408,0.07896754145622253,0.9731743931770325,0.9702823162078857
2,0.9737493991851807,0.08062923699617386,0.9741935729980469,0.972263514995575
3,0.9742446541786194,0.07967278361320496,0.9751737713813782,0.9727587699890137
4,0.9717682003974915,0.07878387719392776,0.97365802526474,0.9702823162078857
0,0.972263514995575,0.08174329251050949,0.9746268391609192,0.9702823162078857
1,0.9737493991851807,0.07847199589014053,0.9756702780723572,0.9732540845870972
2,0.9732540845870972,0.07918412983417511,0.9746898412704468,0.9727587699890137
3,0.9732540845870972,0.07919237017631531,0.9756582379341125,0.9727587699890137
4,0.9737493991851807,0.07740289717912674,0.9746772646903992,0.972263514995575
