epoch,accuracy,loss,precision,recall
0,0.9578999280929565,0.2379612773656845,0.9773480892181396,0.8761762976646423
1,0.9673105478286743,0.09256294369697571,0.968687891960144,0.9653293490409851
2,0.9673105478286743,0.09065674990415573,0.9711155295372009,0.9658246636390686
3,0.96879643201828,0.09020894765853882,0.9697120189666748,0.9673105478286743
4,0.9692917466163635,0.08786393702030182,0.9701937437057495,0.9673105478286743
0,0.9673105478286743,0.08903716504573822,0.968718945980072,0.9663199782371521
1,0.9668152332305908,0.08973933011293411,0.968718945980072,0.9663199782371521
2,0.9663199782371521,0.08908550441265106,0.9672456383705139,0.9653293490409851
3,0.9673105478286743,0.08874654769897461,0.9692001938819885,0.9663199782371521
4,0.9658246636390686,0.08930689096450806,0.9677419066429138,0.9658246636390686
0,0.96879643201828,0.09007980674505234,0.9697420597076416,0.9683011174201965
1,0.96879643201828,0.08962620049715042,0.9687345027923584,0.9668152332305908
2,0.96879643201828,0.08591168373823166,0.9711872935295105,0.9683011174201965
3,0.9673105478286743,0.08884518593549728,0.9692155122756958,0.9668152332305908
4,0.96879643201828,0.08727491647005081,0.9702085256576538,0.9678058624267578
0,0.9702823162078857,0.09030792117118835,0.9707341194152832,0.9692917466163635
1,0.9673105478286743,0.08764535188674927,0.9682382345199585,0.9663199782371521
2,0.9692917466163635,0.08742420375347137,0.9707050919532776,0.9683011174201965
3,0.9673105478286743,0.08685394376516342,0.968687891960144,0.9653293490409851
4,0.9683011174201965,0.08679302036762238,0.9692155122756958,0.9668152332305908
0,0.9668152332305908,0.08844198286533356,0.9667823314666748,0.9658246636390686
1,0.96879643201828,0.08776143938302994,0.9696969985961914,0.9668152332305908
2,0.9692917466163635,0.08788863569498062,0.9696819186210632,0.9663199782371521
3,0.9683011174201965,0.0858808159828186,0.9701937437057495,0.9673105478286743
4,0.9692917466163635,0.0862797349691391,0.9697270393371582,0.9678058624267578
0,0.96879643201828,0.08977098762989044,0.9711442589759827,0.9668152332305908
1,0.9673105478286743,0.08916158229112625,0.9682382345199585,0.9663199782371521
2,0.96879643201828,0.08787736296653748,0.9692460298538208,0.9678058624267578
3,0.9697870016098022,0.08740191161632538,0.9702528715133667,0.9692917466163635
4,0.971272885799408,0.08620919287204742,0.9717121720314026,0.9697870016098022
0,0.9697870016098022,0.08737804740667343,0.970719575881958,0.96879643201828
1,0.9658246636390686,0.08828815817832947,0.968222439289093,0.9658246636390686
2,0.9692917466163635,0.08497840911149979,0.970719575881958,0.96879643201828
3,0.9697870016098022,0.08583389222621918,0.9716981053352356,0.9692917466163635
4,0.9678058624267578,0.08559101074934006,0.968222439289093,0.9658246636390686
0,0.96879643201828,0.08860863000154495,0.9701937437057495,0.9673105478286743
1,0.9737493991851807,0.08646389842033386,0.9746646881103516,0.9717682003974915
2,0.9673105478286743,0.08569652587175369,0.9696517586708069,0.9653293490409851
3,0.9707776308059692,0.08561798930168152,0.971230149269104,0.9697870016098022
4,0.96879643201828,0.08727891743183136,0.9697270393371582,0.9678058624267578
0,0.9692917466163635,0.08740444481372833,0.9702085256576538,0.9678058624267578
1,0.9668152332305908,0.08655231446027756,0.9682382345199585,0.9663199782371521
2,0.9692917466163635,0.08474226295948029,0.9692307710647583,0.9673105478286743
3,0.9678058624267578,0.08699484169483185,0.9682382345199585,0.9663199782371521
4,0.9683011174201965,0.08459553122520447,0.96875,0.9673105478286743
0,0.9683011174201965,0.08692915737628937,0.96875,0.9673105478286743
1,0.9658246636390686,0.08782149851322174,0.9682066440582275,0.9653293490409851
2,0.96879643201828,0.08612920343875885,0.9687654972076416,0.9678058624267578
3,0.9697870016098022,0.08687689900398254,0.970719575881958,0.96879643201828
4,0.9673105478286743,0.08721946179866791,0.9682066440582275,0.9653293490409851
