epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8263992071151733,0.569477379322052,0.9573147892951965,0.6303863525390625,0.9587118029594421,0.10883614420890808,0.9633943438529968,0.9562345147132874
1,0.96149080991745,0.11655168235301971,0.9651263952255249,0.9595096707344055,0.9702724814414978,0.08891557157039642,0.9766666889190674,0.967795193195343
2,0.9640911221504211,0.10414941608905792,0.9670233726501465,0.9622337818145752,0.967795193195343,0.09438937902450562,0.9709543585777283,0.9661436676979065
3,0.9645864367485046,0.10034196823835373,0.967027485370636,0.9623575806617737,0.9702724814414978,0.07876215130090714,0.975853443145752,0.967795193195343
4,0.9655770063400269,0.0964684784412384,0.9676777720451355,0.9638434648513794,0.9735755324363708,0.07991782575845718,0.9759535789489746,0.9719240069389343
5,0.9671867489814758,0.09628520160913467,0.969761073589325,0.9649578928947449,0.9694467186927795,0.08447295427322388,0.971807599067688,0.967795193195343
6,0.9671867489814758,0.09470506012439728,0.9683190584182739,0.9650817513465881,0.9744012951850891,0.08539636433124542,0.9767248630523682,0.9702724814414978
7,0.9670628905296326,0.09385926276445389,0.9686722755432129,0.9648340940475464,0.9710982441902161,0.07543908804655075,0.9750208258628845,0.9669694304466248
8,0.9663199782371521,0.0922030359506607,0.9679423570632935,0.9645864367485046,0.967795193195343,0.07781539112329483,0.9717608094215393,0.9661436676979065
9,0.9666914343833923,0.09218328446149826,0.968792736530304,0.9648340940475464,0.9727497696876526,0.07561633735895157,0.9742951989173889,0.9702724814414978
10,0.9654532074928284,0.09317447245121002,0.9680467247962952,0.9640911221504211,0.9710982441902161,0.07709212601184845,0.9742738604545593,0.9694467186927795
11,0.9679296612739563,0.0891108438372612,0.9710162878036499,0.9665676355361938,0.967795193195343,0.07952121645212173,0.9709784388542175,0.9669694304466248
12,0.9676820039749146,0.09220562130212784,0.9696668386459351,0.9658246636390686,0.9744012951850891,0.07668747752904892,0.980033278465271,0.9727497696876526
13,0.9668152332305908,0.09239332377910614,0.9679661989212036,0.9653293490409851,0.9744012951850891,0.07475844770669937,0.9783333539962769,0.9694467186927795
14,0.9673105478286743,0.08967609703540802,0.9695425033569336,0.9657008647918701,0.9735755324363708,0.07595641911029816,0.97508305311203,0.9694467186927795
15,0.9676820039749146,0.08878976851701736,0.9690606594085693,0.9657008647918701,0.9719240069389343,0.07526309788227081,0.9767054915428162,0.9694467186927795
16,0.9679296612739563,0.08886102586984634,0.9690759778022766,0.9661961197853088,0.9694467186927795,0.08615133166313171,0.973399817943573,0.9669694304466248
17,0.9670628905296326,0.09086243808269501,0.96917724609375,0.9655770063400269,0.9727497696876526,0.07533198595046997,0.9734879732131958,0.9702724814414978
18,0.9664437770843506,0.08960379660129547,0.9677058458328247,0.9647102355957031,0.9744012951850891,0.07602722197771072,0.9800498485565186,0.9735755324363708
19,0.9683011174201965,0.08984656631946564,0.9695614576339722,0.9663199782371521,0.9719240069389343,0.07344955950975418,0.9734439849853516,0.9686209559440613
20,0.9678058624267578,0.08905728161334991,0.9691886901855469,0.9659484624862671,0.9710982441902161,0.07272897660732269,0.9734219312667847,0.967795193195343
21,0.9691678881645203,0.08720273524522781,0.9706723093986511,0.9671867489814758,0.9710982441902161,0.0756264477968216,0.971807599067688,0.967795193195343
22,0.9680535197257996,0.08809736371040344,0.9693091511726379,0.9659484624862671,0.9768785834312439,0.07541989535093307,0.9800829887390137,0.9752270579338074
23,0.9674343466758728,0.08828850090503693,0.968978762626648,0.9669390916824341,0.9744012951850891,0.07623099535703659,0.9783873558044434,0.9719240069389343
24,0.96879643201828,0.087555892765522,0.9706904888153076,0.9678058624267578,0.9702724814414978,0.07572484761476517,0.973399817943573,0.9669694304466248
25,0.9675582051277161,0.0868590921163559,0.9694334268569946,0.9660723209381104,0.9694467186927795,0.07459300756454468,0.9701492786407471,0.9661436676979065
26,0.9676820039749146,0.08791950345039368,0.9694257974624634,0.9658246636390686,0.9768785834312439,0.07467129826545715,0.9792358875274658,0.9735755324363708
27,0.9686726331710815,0.08737706393003464,0.9698286652565002,0.9671867489814758,0.9744012951850891,0.07426108419895172,0.9759535789489746,0.9719240069389343
28,0.9669390916824341,0.08901365101337433,0.9680982828140259,0.9657008647918701,0.9719240069389343,0.07423680275678635,0.9758735299110413,0.9686209559440613
29,0.9680535197257996,0.08708257973194122,0.9699416160583496,0.9669390916824341,0.9768785834312439,0.07330065220594406,0.9800664186477661,0.9744012951850891
30,0.9666914343833923,0.08940943330526352,0.9681908488273621,0.9648340940475464,0.9702724814414978,0.0735040009021759,0.9710264801979065,0.9686209559440613
31,0.9675582051277161,0.08770488202571869,0.968940258026123,0.9657008647918701,0.9719240069389343,0.07130952179431915,0.9726594686508179,0.9694467186927795
32,0.9676820039749146,0.08622129261493683,0.9694409966468811,0.9663199782371521,0.9735755324363708,0.07139356434345245,0.9743164777755737,0.9710982441902161
33,0.9686726331710815,0.08681793510913849,0.9704274535179138,0.9670628905296326,0.9744012951850891,0.07176826894283295,0.9759336113929749,0.9710982441902161
34,0.9679296612739563,0.08606521785259247,0.9700695276260376,0.9671867489814758,0.9760528206825256,0.07478029280900955,0.9792531132698059,0.9744012951850891
35,0.969415545463562,0.08611948043107986,0.9703547358512878,0.9686726331710815,0.9735755324363708,0.07296475768089294,0.9743164777755737,0.9710982441902161
36,0.9679296612739563,0.08614563196897507,0.9693319797515869,0.9666914343833923,0.9686209559440613,0.0738830417394638,0.9701492786407471,0.9661436676979065
37,0.9668152332305908,0.08628987520933151,0.9687150716781616,0.9661961197853088,0.9727497696876526,0.07485409826040268,0.9759336113929749,0.9710982441902161
38,0.9680535197257996,0.08726274967193604,0.9699341654777527,0.9666914343833923,0.9702724814414978,0.07563870400190353,0.9710504412651062,0.9694467186927795
39,0.9675582051277161,0.08576325327157974,0.9688431024551392,0.9664437770843506,0.9744012951850891,0.07134637981653214,0.9775747656822205,0.9719240069389343
40,0.9684249758720398,0.08619228005409241,0.969708263874054,0.9671867489814758,0.9752270579338074,0.07198875397443771,0.9775747656822205,0.9719240069389343
41,0.968177318572998,0.08526644110679626,0.9692269563674927,0.9671867489814758,0.9710982441902161,0.07223102450370789,0.9726141095161438,0.967795193195343
42,0.9689202308654785,0.08650375157594681,0.9699528217315674,0.9673105478286743,0.9735755324363708,0.07284216582775116,0.9767441749572754,0.9710982441902161
43,0.970034658908844,0.08650270849466324,0.9713186025619507,0.9686726331710815,0.9719240069389343,0.07222269475460052,0.9726594686508179,0.9694467186927795
44,0.969415545463562,0.08500531315803528,0.9708255529403687,0.9683011174201965,0.9702724814414978,0.0724237784743309,0.9726141095161438,0.967795193195343
45,0.9685487747192383,0.08561351150274277,0.9694675207138062,0.9671867489814758,0.9760528206825256,0.07239193469285965,0.9776304960250854,0.9744012951850891
46,0.9685487747192383,0.08606086671352386,0.9693548679351807,0.9674343466758728,0.9744012951850891,0.07252447307109833,0.9759535789489746,0.9719240069389343
47,0.9691678881645203,0.08514276146888733,0.970336377620697,0.9680535197257996,0.9727497696876526,0.07240293174982071,0.9742951989173889,0.9702724814414978
48,0.9689202308654785,0.08490269631147385,0.9695916771888733,0.9673105478286743,0.9727497696876526,0.07383894175291061,0.9751243591308594,0.9710982441902161
49,0.9684249758720398,0.08480589091777802,0.969351053237915,0.9673105478286743,0.9719240069389343,0.06961274147033691,0.9735099077224731,0.9710982441902161
