epoch,accuracy,loss,precision,recall
0,0.9426840543746948,0.2568662762641907,0.973849356174469,0.8676607608795166
1,0.9697110652923584,0.08607182651758194,0.9723911881446838,0.9683131575584412
2,0.9715750217437744,0.08209483325481415,0.972001850605011,0.9706430435180664
3,0.9720410108566284,0.08065570145845413,0.9733769297599792,0.9711090326309204
4,0.9706430435180664,0.08395496010780334,0.9715219140052795,0.9697110652923584
0,0.9715750217437744,0.08080905675888062,0.972455620765686,0.9706430435180664
1,0.9706430435180664,0.08239228278398514,0.9706019759178162,0.9692451357841492
2,0.9706430435180664,0.08044549077749252,0.9728718400001526,0.9692451357841492
3,0.9739049673080444,0.07906055450439453,0.9743110537528992,0.9720410108566284
4,0.9725069999694824,0.0780101791024208,0.9738562107086182,0.9720410108566284
0,0.9687791466712952,0.08024639636278152,0.9696686863899231,0.9683131575584412
1,0.9711090326309204,0.08056290447711945,0.9724428057670593,0.9701770544052124
2,0.9711090326309204,0.07860565930604935,0.9728971719741821,0.9701770544052124
3,0.9715750217437744,0.08032608777284622,0.972455620765686,0.9706430435180664
4,0.9706430435180664,0.07735990732908249,0.9715352058410645,0.9701770544052124
0,0.9725069999694824,0.08022713661193848,0.9733769297599792,0.9711090326309204
1,0.9697110652923584,0.07934784144163132,0.9701492786407471,0.9692451357841492
2,0.9729729890823364,0.07804763317108154,0.9729225039482117,0.9711090326309204
3,0.9739049673080444,0.0771578997373581,0.9747663736343384,0.9720410108566284
4,0.9715750217437744,0.07786859571933746,0.9720149040222168,0.9711090326309204
0,0.9697110652923584,0.07992570847272873,0.9710415601730347,0.9687791466712952
1,0.9687791466712952,0.0798933207988739,0.9719101190567017,0.9673811793327332
2,0.9701770544052124,0.07853090018033981,0.9705744981765747,0.9683131575584412
3,0.9697110652923584,0.07835211604833603,0.9706019759178162,0.9692451357841492
4,0.9725069999694824,0.07718408852815628,0.9733769297599792,0.9711090326309204
0,0.9692451357841492,0.0800158679485321,0.9701213836669922,0.9683131575584412
1,0.9711090326309204,0.07890969514846802,0.9715219140052795,0.9697110652923584
2,0.9706430435180664,0.0774819552898407,0.972001850605011,0.9706430435180664
3,0.9683131575584412,0.0775480568408966,0.9691876769065857,0.9673811793327332
4,0.9711090326309204,0.07805602997541428,0.9728971719741821,0.9701770544052124
0,0.9720410108566284,0.07835424691438675,0.9738317728042603,0.9711090326309204
1,0.9701770544052124,0.0785134956240654,0.9715086221694946,0.9692451357841492
2,0.9729729890823364,0.07759023457765579,0.974323034286499,0.9725069999694824
3,0.9720410108566284,0.07685624808073044,0.9733520150184631,0.9701770544052124
4,0.9683131575584412,0.07968401163816452,0.9705607295036316,0.9678471684455872
0,0.9687791466712952,0.07989683747291565,0.9710280299186707,0.9683131575584412
1,0.9720410108566284,0.07784403860569,0.9733769297599792,0.9711090326309204
2,0.9701770544052124,0.07702289521694183,0.9724169969558716,0.9692451357841492
3,0.9706430435180664,0.07520705461502075,0.9719756841659546,0.9697110652923584
4,0.9734389781951904,0.0771225094795227,0.9747781157493591,0.9725069999694824
0,0.9734389781951904,0.07852442562580109,0.9747781157493591,0.9725069999694824
1,0.9720410108566284,0.07657265663146973,0.9728591442108154,0.9687791466712952
2,0.9701770544052124,0.07714072614908218,0.9715219140052795,0.9697110652923584
3,0.9715750217437744,0.07514379173517227,0.9742870330810547,0.9711090326309204
4,0.9729729890823364,0.0772009864449501,0.9747781157493591,0.9725069999694824
0,0.9697110652923584,0.07883206754922867,0.9710550904273987,0.9692451357841492
1,0.9720410108566284,0.07714296877384186,0.9724428057670593,0.9701770544052124
2,0.9734389781951904,0.07651510089635849,0.9738684296607971,0.9725069999694824
3,0.9711090326309204,0.07547259330749512,0.9719626307487488,0.9692451357841492
4,0.9720410108566284,0.07721485197544098,0.9733644723892212,0.9706430435180664
