client_id,round,epoch,epoch_time,total_fit_time,peak_ram_gb,peak_gpu_mem_mb,peak_gpu_util_pct
2,0,1,3.2796,6.5248,12.46,0.00,0.00
2,0,2,0.7692,6.5248,12.46,0.00,0.00
2,0,3,0.7885,6.5248,12.46,0.00,0.00
2,0,4,0.7727,6.5248,12.46,0.00,0.00
2,0,5,0.7164,6.5248,12.46,0.00,0.00
2,0,1,0.7741,4.0083,12.61,0.00,0.00
2,0,2,0.6944,4.0083,12.61,0.00,0.00
2,0,3,0.6884,4.0083,12.61,0.00,0.00
2,0,4,0.7189,4.0083,12.61,0.00,0.00
2,0,5,0.6226,4.0083,12.61,0.00,0.00
2,0,1,0.6892,3.5073,12.63,0.00,0.00
2,0,2,0.6816,3.5073,12.63,0.00,0.00
2,0,3,0.7209,3.5073,12.63,0.00,0.00
2,0,4,0.5009,3.5073,12.63,0.00,0.00
2,0,5,0.6819,3.5073,12.63,0.00,0.00
2,0,1,0.7768,4.5114,12.70,0.00,0.00
2,0,2,1.2267,4.5114,12.70,0.00,0.00
2,0,3,0.7501,4.5114,12.70,0.00,0.00
2,0,4,0.6556,4.5114,12.70,0.00,0.00
2,0,5,0.7468,4.5114,12.70,0.00,0.00
2,0,1,0.8190,4.0134,12.68,0.00,0.00
2,0,2,0.7875,4.0134,12.68,0.00,0.00
2,0,3,0.7265,4.0134,12.68,0.00,0.00
2,0,4,0.7374,4.0134,12.68,0.00,0.00
2,0,5,0.7403,4.0134,12.68,0.00,0.00
2,0,1,0.8295,4.5092,12.67,0.00,0.00
2,0,2,1.2736,4.5092,12.67,0.00,0.00
2,0,3,0.7027,4.5092,12.67,0.00,0.00
2,0,4,0.7570,4.5092,12.67,0.00,0.00
2,0,5,0.6760,4.5092,12.67,0.00,0.00
2,0,1,0.7050,4.0066,12.65,0.00,0.00
2,0,2,0.5928,4.0066,12.65,0.00,0.00
2,0,3,0.6640,4.0066,12.65,0.00,0.00
2,0,4,1.2174,4.0066,12.65,0.00,0.00
2,0,5,0.4886,4.0066,12.65,0.00,0.00
2,0,1,0.6695,3.5095,12.67,0.00,0.00
2,0,2,0.6878,3.5095,12.67,0.00,0.00
2,0,3,0.6935,3.5095,12.67,0.00,0.00
2,0,4,0.6521,3.5095,12.67,0.00,0.00
2,0,5,0.6500,3.5095,12.67,0.00,0.00
2,0,1,0.6658,3.5064,12.66,0.00,0.00
2,0,2,0.6368,3.5064,12.66,0.00,0.00
2,0,3,0.6039,3.5064,12.66,0.00,0.00
2,0,4,0.7345,3.5064,12.66,0.00,0.00
2,0,5,0.7673,3.5064,12.66,0.00,0.00
2,0,1,0.7414,4.0091,12.68,0.00,0.00
2,0,2,0.6428,4.0091,12.68,0.00,0.00
2,0,3,0.8104,4.0091,12.68,0.00,0.00
2,0,4,0.7118,4.0091,12.68,0.00,0.00
2,0,5,0.7169,4.0091,12.68,0.00,0.00
2,0,1,2.1813,3.5102,12.78,0.00,0.00
2,0,2,0.2553,3.5102,12.78,0.00,0.00
2,0,3,0.3190,3.5102,12.78,0.00,0.00
2,0,4,0.2224,3.5102,12.78,0.00,0.00
2,0,5,0.2359,3.5102,12.78,0.00,0.00
2,0,1,0.2503,1.5054,12.86,0.00,0.00
2,0,2,0.2844,1.5054,12.86,0.00,0.00
2,0,3,0.3107,1.5054,12.86,0.00,0.00
2,0,4,0.3069,1.5054,12.86,0.00,0.00
2,0,5,0.2278,1.5054,12.86,0.00,0.00
2,0,1,0.2401,1.5045,12.89,0.00,0.00
2,0,2,0.2741,1.5045,12.89,0.00,0.00
2,0,3,0.2561,1.5045,12.89,0.00,0.00
2,0,4,0.2327,1.5045,12.89,0.00,0.00
2,0,5,0.2103,1.5045,12.89,0.00,0.00
2,0,1,0.2947,2.0087,12.87,0.00,0.00
2,0,2,0.2996,2.0087,12.87,0.00,0.00
2,0,3,0.2547,2.0087,12.87,0.00,0.00
2,0,4,0.2736,2.0087,12.87,0.00,0.00
2,0,5,0.3140,2.0087,12.87,0.00,0.00
2,0,1,0.2596,1.5047,12.85,0.00,0.00
2,0,2,0.3296,1.5047,12.85,0.00,0.00
2,0,3,0.2692,1.5047,12.85,0.00,0.00
2,0,4,0.2156,1.5047,12.85,0.00,0.00
2,0,5,0.2096,1.5047,12.85,0.00,0.00
2,0,1,0.2418,1.5062,12.85,0.00,0.00
2,0,2,0.3056,1.5062,12.85,0.00,0.00
2,0,3,0.2414,1.5062,12.85,0.00,0.00
2,0,4,0.2914,1.5062,12.85,0.00,0.00
2,0,5,0.2377,1.5062,12.85,0.00,0.00
2,0,1,0.2190,1.5034,12.87,0.00,0.00
2,0,2,0.2573,1.5034,12.87,0.00,0.00
2,0,3,0.2620,1.5034,12.87,0.00,0.00
2,0,4,0.2181,1.5034,12.87,0.00,0.00
2,0,5,0.2319,1.5034,12.87,0.00,0.00
2,0,1,0.2297,1.5043,12.86,0.00,0.00
2,0,2,0.2946,1.5043,12.86,0.00,0.00
2,0,3,0.2871,1.5043,12.86,0.00,0.00
2,0,4,0.3306,1.5043,12.86,0.00,0.00
2,0,5,0.2291,1.5043,12.86,0.00,0.00
2,0,1,0.2897,1.5046,12.94,0.00,0.00
2,0,2,0.3212,1.5046,12.94,0.00,0.00
2,0,3,0.2614,1.5046,12.94,0.00,0.00
2,0,4,0.2284,1.5046,12.94,0.00,0.00
2,0,5,0.2450,1.5046,12.94,0.00,0.00
2,0,1,0.2279,1.5042,12.92,0.00,0.00
2,0,2,0.2516,1.5042,12.92,0.00,0.00
2,0,3,0.2432,1.5042,12.92,0.00,0.00
2,0,4,0.2914,1.5042,12.92,0.00,0.00
2,0,5,0.2522,1.5042,12.92,0.00,0.00
2,0,1,2.2452,5.5125,12.14,0.00,0.00
2,0,2,0.7292,5.5125,12.14,0.00,0.00
2,0,3,0.8923,5.5125,12.14,0.00,0.00
2,0,4,0.6630,5.5125,12.14,0.00,0.00
2,0,5,0.7123,5.5125,12.14,0.00,0.00
2,0,1,0.7020,4.0091,12.18,0.00,0.00
2,0,2,0.6700,4.0091,12.18,0.00,0.00
2,0,3,0.7295,4.0091,12.18,0.00,0.00
2,0,4,0.9290,4.0091,12.18,0.00,0.00
2,0,5,0.5985,4.0091,12.18,0.00,0.00
2,0,1,0.6817,4.0078,12.18,0.00,0.00
2,0,2,0.6457,4.0078,12.18,0.00,0.00
2,0,3,0.7588,4.0078,12.18,0.00,0.00
2,0,4,0.6938,4.0078,12.18,0.00,0.00
2,0,5,0.6622,4.0078,12.18,0.00,0.00
2,0,1,0.7806,4.0085,12.24,0.00,0.00
2,0,2,0.8412,4.0085,12.24,0.00,0.00
2,0,3,0.6803,4.0085,12.24,0.00,0.00
2,0,4,0.6781,4.0085,12.24,0.00,0.00
2,0,5,0.6961,4.0085,12.24,0.00,0.00
2,0,1,0.6797,3.5058,12.19,0.00,0.00
2,0,2,0.6975,3.5058,12.19,0.00,0.00
2,0,3,0.7118,3.5058,12.19,0.00,0.00
2,0,4,0.7382,3.5058,12.19,0.00,0.00
2,0,5,0.5747,3.5058,12.19,0.00,0.00
2,0,1,0.7315,4.5095,12.19,0.00,0.00
2,0,2,1.3947,4.5095,12.19,0.00,0.00
2,0,3,0.7482,4.5095,12.19,0.00,0.00
2,0,4,0.7695,4.5095,12.19,0.00,0.00
2,0,5,0.5959,4.5095,12.19,0.00,0.00
2,0,1,0.7639,4.5073,12.06,0.00,0.00
2,0,2,0.7401,4.5073,12.06,0.00,0.00
2,0,3,0.9106,4.5073,12.06,0.00,0.00
2,0,4,1.0691,4.5073,12.06,0.00,0.00
2,0,5,0.8001,4.5073,12.06,0.00,0.00
2,0,1,0.6836,3.5059,12.05,0.00,0.00
2,0,2,0.7006,3.5059,12.05,0.00,0.00
2,0,3,0.7050,3.5059,12.05,0.00,0.00
2,0,4,0.5877,3.5059,12.05,0.00,0.00
2,0,5,0.6719,3.5059,12.05,0.00,0.00
2,0,1,0.7997,4.0078,12.03,0.00,0.00
2,0,2,0.7458,4.0078,12.03,0.00,0.00
2,0,3,0.7752,4.0078,12.03,0.00,0.00
2,0,4,0.7044,4.0078,12.03,0.00,0.00
2,0,5,0.6827,4.0078,12.03,0.00,0.00
2,0,1,0.6921,4.0076,12.00,0.00,0.00
2,0,2,0.7092,4.0076,12.00,0.00,0.00
2,0,3,0.6956,4.0076,12.00,0.00,0.00
2,0,4,0.6869,4.0076,12.00,0.00,0.00
2,0,5,0.6892,4.0076,12.00,0.00,0.00
2,0,1,2.7724,6.0146,13.09,0.00,0.00
2,0,2,0.5876,6.0146,13.09,0.00,0.00
2,0,3,0.5874,6.0146,13.09,0.00,0.00
2,0,4,0.8248,6.0146,13.09,0.00,0.00
2,0,5,0.7263,6.0146,13.09,0.00,0.00
2,0,1,0.6846,4.0074,13.09,0.00,0.00
2,0,2,0.7388,4.0074,13.09,0.00,0.00
2,0,3,1.3163,4.0074,13.09,0.00,0.00
2,0,4,0.6322,4.0074,13.09,0.00,0.00
2,0,5,0.4813,4.0074,13.09,0.00,0.00
2,0,1,0.6707,3.5067,12.78,0.00,0.00
2,0,2,0.7179,3.5067,12.78,0.00,0.00
2,0,3,0.6518,3.5067,12.78,0.00,0.00
2,0,4,0.6527,3.5067,12.78,0.00,0.00
2,0,5,0.6373,3.5067,12.78,0.00,0.00
2,0,1,0.6249,4.0096,12.65,0.00,0.00
2,0,2,0.6318,4.0096,12.65,0.00,0.00
2,0,3,0.7730,4.0096,12.65,0.00,0.00
2,0,4,0.5369,4.0096,12.65,0.00,0.00
