client_id,round,epoch,epoch_time,total_fit_time,peak_ram_gb,peak_gpu_mem_mb,peak_gpu_util_pct
2,0,5,0.8927,4.0096,12.65,0.00,0.00
2,0,1,0.6726,3.5059,12.68,0.00,0.00
2,0,2,0.6882,3.5059,12.68,0.00,0.00
2,0,3,0.6550,3.5059,12.68,0.00,0.00
2,0,4,0.6735,3.5059,12.68,0.00,0.00
2,0,5,0.6327,3.5059,12.68,0.00,0.00
2,0,1,0.6329,3.5086,12.68,0.00,0.00
2,0,2,0.6962,3.5086,12.68,0.00,0.00
2,0,3,0.6881,3.5086,12.68,0.00,0.00
2,0,4,0.6622,3.5086,12.68,0.00,0.00
2,0,5,0.6416,3.5086,12.68,0.00,0.00
2,0,1,0.7096,3.5077,12.70,0.00,0.00
2,0,2,0.6142,3.5077,12.70,0.00,0.00
2,0,3,0.6226,3.5077,12.70,0.00,0.00
2,0,4,0.6342,3.5077,12.70,0.00,0.00
2,0,5,0.6276,3.5077,12.70,0.00,0.00
2,0,1,0.6289,3.5085,12.70,0.00,0.00
2,0,2,0.7191,3.5085,12.70,0.00,0.00
2,0,3,0.6222,3.5085,12.70,0.00,0.00
2,0,4,0.6261,3.5085,12.70,0.00,0.00
2,0,5,0.6243,3.5085,12.70,0.00,0.00
2,0,1,0.6473,4.0069,12.72,0.00,0.00
2,0,2,0.7690,4.0069,12.72,0.00,0.00
2,0,3,0.6121,4.0069,12.72,0.00,0.00
2,0,4,0.7510,4.0069,12.72,0.00,0.00
2,0,5,0.7066,4.0069,12.72,0.00,0.00
2,0,1,0.6185,3.5076,12.64,0.00,0.00
2,0,2,0.6407,3.5076,12.64,0.00,0.00
2,0,3,0.6513,3.5076,12.64,0.00,0.00
2,0,4,0.6646,3.5076,12.64,0.00,0.00
2,0,5,0.6266,3.5076,12.64,0.00,0.00
