client_id,round,epoch,epoch_time,total_fit_time,peak_ram_gb,peak_gpu_mem_mb,peak_gpu_util_pct
3,0,1,0.7026,3.5068,12.05,0.00,0.00
3,0,2,0.6971,3.5068,12.05,0.00,0.00
3,0,3,0.6948,3.5068,12.05,0.00,0.00
3,0,4,0.5824,3.5068,12.05,0.00,0.00
3,0,5,0.6752,3.5068,12.05,0.00,0.00
3,0,1,0.7947,4.0089,12.03,0.00,0.00
3,0,2,0.7389,4.0089,12.03,0.00,0.00
3,0,3,0.7707,4.0089,12.03,0.00,0.00
3,0,4,0.6991,4.0089,12.03,0.00,0.00
3,0,5,0.6828,4.0089,12.03,0.00,0.00
3,0,1,0.6847,4.0066,12.00,0.00,0.00
3,0,2,0.6995,4.0066,12.00,0.00,0.00
3,0,3,0.6931,4.0066,12.00,0.00,0.00
3,0,4,0.6982,4.0066,12.00,0.00,0.00
3,0,5,0.6918,4.0066,12.00,0.00,0.00
3,0,1,2.7919,6.5132,13.09,0.00,0.00
3,0,2,1.1530,6.5132,13.09,0.00,0.00
3,0,3,0.8755,6.5132,13.09,0.00,0.00
3,0,4,0.7352,6.5132,13.09,0.00,0.00
3,0,5,0.5626,6.5132,13.09,0.00,0.00
3,0,1,0.6760,4.0082,13.09,0.00,0.00
3,0,2,0.7338,4.0082,13.09,0.00,0.00
3,0,3,0.6513,4.0082,13.09,0.00,0.00
3,0,4,0.7541,4.0082,13.09,0.00,0.00
3,0,5,0.6253,4.0082,13.09,0.00,0.00
3,0,1,0.6626,4.0073,12.78,0.00,0.00
3,0,2,1.3088,4.0073,12.78,0.00,0.00
3,0,3,0.6593,4.0073,12.78,0.00,0.00
3,0,4,0.6495,4.0073,12.78,0.00,0.00
3,0,5,0.4020,4.0073,12.78,0.00,0.00
3,0,1,0.6279,4.0103,12.65,0.00,0.00
3,0,2,0.6347,4.0103,12.65,0.00,0.00
3,0,3,0.7312,4.0103,12.65,0.00,0.00
3,0,4,1.4741,4.0103,12.65,0.00,0.00
3,0,5,0.3713,4.0103,12.65,0.00,0.00
3,0,1,0.6780,3.5074,12.68,0.00,0.00
3,0,2,0.6974,3.5074,12.68,0.00,0.00
3,0,3,0.6754,3.5074,12.68,0.00,0.00
3,0,4,0.6701,3.5074,12.68,0.00,0.00
3,0,5,0.6410,3.5074,12.68,0.00,0.00
3,0,1,0.6237,3.5085,12.68,0.00,0.00
3,0,2,0.6902,3.5085,12.68,0.00,0.00
3,0,3,0.6913,3.5085,12.68,0.00,0.00
3,0,4,0.6481,3.5085,12.68,0.00,0.00
3,0,5,0.6470,3.5085,12.68,0.00,0.00
3,0,1,0.7181,3.5072,12.70,0.00,0.00
3,0,2,0.6248,3.5072,12.70,0.00,0.00
3,0,3,0.6510,3.5072,12.70,0.00,0.00
3,0,4,0.6699,3.5072,12.70,0.00,0.00
3,0,5,0.6208,3.5072,12.70,0.00,0.00
3,0,1,0.6279,3.5074,12.70,0.00,0.00
3,0,2,0.7055,3.5074,12.70,0.00,0.00
3,0,3,0.6269,3.5074,12.70,0.00,0.00
3,0,4,0.6437,3.5074,12.70,0.00,0.00
3,0,5,0.6372,3.5074,12.70,0.00,0.00
3,0,1,0.6325,4.0095,12.72,0.00,0.00
3,0,2,0.7727,4.0095,12.72,0.00,0.00
3,0,3,0.6173,4.0095,12.72,0.00,0.00
3,0,4,0.7608,4.0095,12.72,0.00,0.00
3,0,5,0.7163,4.0095,12.72,0.00,0.00
3,0,1,0.6223,3.5070,12.64,0.00,0.00
3,0,2,0.6605,3.5070,12.64,0.00,0.00
3,0,3,0.6763,3.5070,12.64,0.00,0.00
3,0,4,0.6577,3.5070,12.64,0.00,0.00
3,0,5,0.6268,3.5070,12.64,0.00,0.00
