epoch,Precision,Recall,accuracy,loss,val_Precision,val_Recall,val_accuracy,val_loss
0,0.9851852059364319,0.42903226613998413,0.8258064389228821,0.8129632472991943,NA,NA,NA,NA
1,0.9861111044883728,0.9161290526390076,0.9677419066429138,0.26004886627197266,NA,NA,NA,NA
2,0.9769737124443054,0.9580644965171814,0.977419376373291,0.15586885809898376,NA,NA,NA,NA
3,0.9803921580314636,0.9677419066429138,0.9806451797485352,0.11832478642463684,NA,NA,NA,NA
4,0.9771987199783325,0.9677419066429138,0.9741935729980469,0.10325191915035248,NA,NA,NA,NA
0,0.977419376373291,0.977419376373291,0.977419376373291,0.0858306884765625,NA,NA,NA,NA
1,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.08053901791572571,NA,NA,NA,NA
2,0.977419376373291,0.977419376373291,0.977419376373291,0.08017127960920334,NA,NA,NA,NA
3,0.9677419066429138,0.9677419066429138,0.9677419066429138,0.08075831830501556,NA,NA,NA,NA
4,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.07417712360620499,NA,NA,NA,NA
0,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.08443403244018555,NA,NA,NA,NA
1,0.9709677696228027,0.9709677696228027,0.9709677696228027,0.07822936028242111,NA,NA,NA,NA
2,0.9709677696228027,0.9709677696228027,0.9709677696228027,0.0770811066031456,NA,NA,NA,NA
3,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.0751052126288414,NA,NA,NA,NA
4,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.07497211545705795,NA,NA,NA,NA
0,0.9709677696228027,0.9709677696228027,0.9709677696228027,0.08480257540941238,NA,NA,NA,NA
1,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.07879085093736649,NA,NA,NA,NA
2,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.07821699231863022,NA,NA,NA,NA
3,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.07757272571325302,NA,NA,NA,NA
4,0.9677419066429138,0.9677419066429138,0.9677419066429138,0.07882333546876907,NA,NA,NA,NA
0,0.977419376373291,0.977419376373291,0.977419376373291,0.08377184718847275,NA,NA,NA,NA
1,0.977419376373291,0.977419376373291,0.977419376373291,0.07727926224470139,NA,NA,NA,NA
2,0.9741100072860718,0.9709677696228027,0.9741935729980469,0.07687913626432419,NA,NA,NA,NA
3,0.9741100072860718,0.9709677696228027,0.9709677696228027,0.07768311351537704,NA,NA,NA,NA
4,0.977419376373291,0.977419376373291,0.977419376373291,0.07489515095949173,NA,NA,NA,NA
0,0.9709677696228027,0.9709677696228027,0.9709677696228027,0.0856175422668457,NA,NA,NA,NA
1,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.07921238988637924,NA,NA,NA,NA
2,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.07737353444099426,NA,NA,NA,NA
3,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.07689960300922394,NA,NA,NA,NA
4,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.07717527449131012,NA,NA,NA,NA
0,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.08027396351099014,NA,NA,NA,NA
1,0.9741100072860718,0.9709677696228027,0.9709677696228027,0.07801876962184906,NA,NA,NA,NA
2,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.07606901228427887,NA,NA,NA,NA
3,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.0748901441693306,NA,NA,NA,NA
4,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.07379645854234695,NA,NA,NA,NA
0,0.9709677696228027,0.9709677696228027,0.9709677696228027,0.08788029104471207,NA,NA,NA,NA
1,0.9741935729980469,0.9741935729980469,0.9741935729980469,0.08115822821855545,NA,NA,NA,NA
