0,93,0,0,0,6
1,0,96,1,0,0
2,0,0,106,0,4
3,0,0,0,109,0
4,6,0,3,0,80
0,92,0,0,0,7
1,0,96,1,0,0
2,0,0,106,0,4
3,0,0,0,109,0
4,4,0,3,0,82
0,93,0,0,0,6
1,0,96,1,0,0
2,0,0,106,0,4
3,0,0,0,109,0
4,4,0,3,0,82
0,92,0,0,0,7
1,0,96,1,0,0
2,0,0,106,0,4
3,0,0,0,109,0
4,3,0,2,0,84
0,93,0,0,0,6
1,0,96,1,0,0
2,0,0,106,0,4
3,0,0,0,109,0
4,4,0,3,0,82
0,93,0,0,0,6
1,0,96,1,0,0
2,0,0,106,0,4
3,0,0,0,109,0
4,5,0,3,0,81
0,93,0,0,0,6
1,0,96,1,0,0
2,0,0,106,0,4
3,0,0,0,109,0
4,5,0,3,0,81
0,97,0,0,0,2
1,0,96,1,0,0
2,0,0,106,0,4
3,0,0,0,109,0
4,8,0,3,0,78
0,93,0,0,0,6
1,0,96,1,0,0
2,0,0,106,0,4
3,0,0,0,109,0
4,6,0,3,0,80
0,93,0,0,0,6
1,0,96,1,0,0
2,0,0,106,0,4
3,0,0,0,109,0
4,4,0,2,0,83
0,94,0,1,0,6
1,0,81,0,0,0
2,0,0,105,0,2
3,0,0,0,102,0
4,3,0,1,0,109
0,94,0,1,0,6
1,0,81,0,0,0
2,0,0,105,0,2
3,0,0,0,102,0
4,3,0,2,0,108
0,94,0,1,0,6
1,0,81,0,0,0
2,0,0,105,0,2
3,0,0,0,102,0
4,3,0,2,0,108
0,95,0,1,0,5
1,0,81,0,0,0
2,0,0,105,0,2
3,0,0,0,102,0
4,6,0,2,0,105
0,94,0,2,0,5
1,0,81,0,0,0
2,0,0,105,0,2
3,0,0,0,102,0
4,3,0,4,0,106
0,95,0,2,0,4
1,0,81,0,0,0
2,0,0,105,0,2
3,0,0,0,102,0
4,4,0,2,0,107
0,94,0,2,0,5
1,0,81,0,0,0
2,0,0,105,0,2
3,0,0,0,102,0
4,3,0,3,0,107
0,94,0,2,0,5
1,0,81,0,0,0
2,0,0,105,0,2
3,0,0,0,102,0
4,3,0,2,0,108
0,94,0,1,0,6
1,0,81,0,0,0
2,0,0,105,0,2
3,0,0,0,102,0
4,3,0,2,0,108
0,95,0,2,0,4
1,0,81,0,0,0
2,0,0,105,0,2
3,0,0,0,102,0
4,6,0,3,0,104
0,104,0,1,0,8
1,0,99,1,0,0
2,0,0,101,0,3
3,0,0,0,98,0
4,8,0,4,0,77
0,105,0,1,0,7
1,0,99,1,0,0
2,0,0,101,0,3
3,0,0,0,98,0
4,10,0,4,0,75
0,105,0,1,0,7
1,0,99,1,0,0
2,0,0,101,0,3
3,0,0,0,98,0
4,9,0,4,0,76
0,105,0,1,0,7
1,0,99,1,0,0
2,0,0,101,0,3
3,0,0,0,98,0
4,9,0,4,0,76
0,104,0,1,0,8
1,0,99,1,0,0
2,0,0,101,0,3
3,0,0,0,98,0
4,8,0,3,0,78
0,104,0,1,0,8
1,0,99,1,0,0
2,0,0,101,0,3
3,0,0,0,98,0
4,8,0,4,0,77
0,105,0,1,0,7
1,0,99,1,0,0
2,0,0,101,0,3
3,0,0,0,98,0
4,9,0,4,0,76
0,104,0,1,0,8
1,0,99,1,0,0
2,0,0,101,0,3
3,0,0,0,98,0
4,8,0,4,0,77
0,104,0,1,0,8
1,0,99,1,0,0
2,0,0,101,0,3
3,0,0,0,98,0
4,8,0,4,0,77
0,104,0,1,0,8
1,0,99,1,0,0
2,0,0,101,0,3
3,0,0,0,98,0
4,8,0,4,0,77
0,33,0,0,0,4
1,0,40,0,0,0
2,0,0,40,0,0
3,0,0,0,39,0
4,4,0,0,0,38
0,34,0,0,0,3
1,0,40,0,0,0
2,0,0,40,0,0
3,0,0,0,39,0
4,6,0,0,0,36
0,34,0,0,0,3
1,0,40,0,0,0
2,0,0,40,0,0
3,0,0,0,39,0
4,4,0,0,0,38
0,34,0,0,0,3
1,0,40,0,0,0
2,0,0,40,0,0
3,0,0,0,39,0
4,6,0,0,0,36
0,35,0,0,0,2
1,0,40,0,0,0
2,0,0,40,0,0
3,0,0,0,39,0
4,6,0,0,0,36
0,35,0,0,0,2
1,0,40,0,0,0
2,0,0,40,0,0
3,0,0,0,39,0
4,6,0,0,0,36
0,34,0,0,0,3
1,0,40,0,0,0
2,0,0,40,0,0
3,0,0,0,39,0
4,6,0,0,0,36
0,34,0,0,0,3
1,0,40,0,0,0
2,0,0,40,0,0
3,0,0,0,39,0
4,6,0,0,0,36
0,34,0,0,0,3
1,0,40,0,0,0
2,0,0,40,0,0
3,0,0,0,39,0
4,6,0,0,0,36
0,34,0,0,0,3
1,0,40,0,0,0
2,0,0,40,0,0
3,0,0,0,39,0
4,5,0,0,0,37
0,108,0,0,0,6
1,0,107,0,0,0
2,1,0,92,0,2
3,0,0,0,99,0
4,9,0,0,0,80
0,108,0,0,0,6
1,0,107,0,0,0
2,0,0,93,0,2
3,0,0,0,99,0
4,9,0,0,1,79
0,108,0,0,0,6
1,0,107,0,0,0
2,1,0,92,0,2
3,0,0,0,99,0
4,8,0,0,1,80
0,108,0,0,0,6
1,0,107,0,0,0
2,0,0,93,0,2
3,0,0,0,99,0
4,12,0,1,1,75
0,108,0,0,0,6
1,0,107,0,0,0
2,0,0,93,0,2
3,0,0,0,99,0
4,7,0,0,1,81
0,107,0,0,0,7
1,0,107,0,0,0
2,0,0,93,0,2
3,0,0,0,99,0
4,7,0,0,1,81
0,108,0,0,0,6
1,0,107,0,0,0
2,0,0,93,0,2
3,0,0,0,99,0
4,8,0,0,1,80
0,108,0,0,0,6
1,0,107,0,0,0
2,0,0,93,0,2
3,0,0,0,99,0
4,9,0,1,1,78
0,100,0,1,0,6
1,0,99,1,0,0
2,0,0,99,0,0
3,0,0,0,94,0
4,6,0,4,0,94
0,100,0,1,0,6
1,0,99,1,0,0
2,0,0,99,0,0
3,0,0,0,94,0
4,7,0,4,0,93
0,99,0,0,0,8
1,0,99,1,0,0
2,0,0,99,0,0
3,0,0,0,94,0
4,6,0,4,0,94
0,100,0,0,0,7
