epoch,Precision,Recall,accuracy,loss,val_Precision,val_Recall,val_accuracy,val_loss
0,0.9713721871376038,0.9713721871376038,0.9713721871376038,0.08184303343296051,NA,NA,NA,NA
1,0.9742828607559204,0.972359299659729,0.973346471786499,0.07570580393075943,NA,NA,NA,NA
2,0.9753208160400391,0.9753208160400391,0.9753208160400391,0.0741921067237854,NA,NA,NA,NA
3,0.9762845635414124,0.9753208160400391,0.9753208160400391,0.07465309649705887,NA,NA,NA,NA
4,0.975271999835968,0.973346471786499,0.973346471786499,0.07277503609657288,NA,NA,NA,NA
0,0.9733201861381531,0.972359299659729,0.973346471786499,0.07594551146030426,NA,NA,NA,NA
1,0.9742828607559204,0.972359299659729,0.973346471786499,0.07405661046504974,NA,NA,NA,NA
2,0.974333643913269,0.974333643913269,0.974333643913269,0.07560893148183823,NA,NA,NA,NA
3,0.9743083119392395,0.973346471786499,0.974333643913269,0.074844591319561,NA,NA,NA,NA
4,0.9772727489471436,0.9763079881668091,0.9763079881668091,0.07150551676750183,NA,NA,NA,NA
0,0.9762611389160156,0.974333643913269,0.9753208160400391,0.07577254623174667,NA,NA,NA,NA
1,0.973346471786499,0.973346471786499,0.973346471786499,0.07547498494386673,NA,NA,NA,NA
2,0.9762611389160156,0.974333643913269,0.974333643913269,0.07296068221330643,NA,NA,NA,NA
3,0.9753208160400391,0.9753208160400391,0.9753208160400391,0.07306675612926483,NA,NA,NA,NA
4,0.9772727489471436,0.9763079881668091,0.9763079881668091,0.07233679294586182,NA,NA,NA,NA
0,0.9762611389160156,0.974333643913269,0.9753208160400391,0.07540368288755417,NA,NA,NA,NA
1,0.9723320007324219,0.9713721871376038,0.9713721871376038,0.0749664306640625,NA,NA,NA,NA
2,0.974333643913269,0.974333643913269,0.974333643913269,0.07230686396360397,NA,NA,NA,NA
3,0.9782393574714661,0.9763079881668091,0.9772951602935791,0.07238584011793137,NA,NA,NA,NA
4,0.974333643913269,0.974333643913269,0.974333643913269,0.07230690866708755,NA,NA,NA,NA
0,0.973346471786499,0.973346471786499,0.973346471786499,0.07634416967630386,NA,NA,NA,NA
1,0.974333643913269,0.974333643913269,0.974333643913269,0.07404959946870804,NA,NA,NA,NA
2,0.974333643913269,0.974333643913269,0.974333643913269,0.07384053617715836,NA,NA,NA,NA
3,0.974333643913269,0.974333643913269,0.974333643913269,0.0741424635052681,NA,NA,NA,NA
4,0.9743083119392395,0.973346471786499,0.973346471786499,0.073051817715168,NA,NA,NA,NA
0,0.9733201861381531,0.972359299659729,0.973346471786499,0.07638322561979294,NA,NA,NA,NA
1,0.9753208160400391,0.9753208160400391,0.9753208160400391,0.0753544345498085,NA,NA,NA,NA
2,0.9753208160400391,0.9753208160400391,0.9753208160400391,0.0740354061126709,NA,NA,NA,NA
3,0.9752964377403259,0.974333643913269,0.9753208160400391,0.07319970428943634,NA,NA,NA,NA
4,0.9772277474403381,0.974333643913269,0.9753208160400391,0.07269534468650818,NA,NA,NA,NA
0,0.9732937812805176,0.9713721871376038,0.973346471786499,0.0779711976647377,NA,NA,NA,NA
1,0.972359299659729,0.972359299659729,0.972359299659729,0.07611991465091705,NA,NA,NA,NA
2,0.9772727489471436,0.9763079881668091,0.9763079881668091,0.07491450756788254,NA,NA,NA,NA
3,0.97826087474823,0.9772951602935791,0.9772951602935791,0.07364434003829956,NA,NA,NA,NA
4,0.9733201861381531,0.972359299659729,0.972359299659729,0.07308749109506607,NA,NA,NA,NA
0,0.974333643913269,0.974333643913269,0.974333643913269,0.07639560103416443,NA,NA,NA,NA
1,0.9743083119392395,0.973346471786499,0.974333643913269,0.07478475570678711,NA,NA,NA,NA
2,0.9772502183914185,0.9753208160400391,0.9753208160400391,0.07334183156490326,NA,NA,NA,NA
3,0.9743083119392395,0.973346471786499,0.973346471786499,0.07316659390926361,NA,NA,NA,NA
4,0.9753208160400391,0.9753208160400391,0.9753208160400391,0.07299231737852097,NA,NA,NA,NA
0,0.9620758295059204,0.9544554352760315,0.9564356207847595,0.13516566157341003,NA,NA,NA,NA
1,0.9564356207847595,0.9564356207847595,0.9564356207847595,0.13514307141304016,NA,NA,NA,NA
2,0.9582505226135254,0.9544554352760315,0.9584158658981323,0.1290784329175949,NA,NA,NA,NA
3,0.9563491940498352,0.9544554352760315,0.9544554352760315,0.1280186027288437,NA,NA,NA,NA
4,0.958167314529419,0.9524752497673035,0.9544554352760315,0.12524588406085968,NA,NA,NA,NA
0,0.9563491940498352,0.9544554352760315,0.9544554352760315,0.13025295734405518,NA,NA,NA,NA
1,0.9582505226135254,0.9544554352760315,0.9544554352760315,0.13032814860343933,NA,NA,NA,NA
2,0.9563491940498352,0.9544554352760315,0.9544554352760315,0.1242360845208168,NA,NA,NA,NA
3,0.958167314529419,0.9524752497673035,0.9544554352760315,0.12649588286876678,NA,NA,NA,NA
4,0.9641434550285339,0.9584158658981323,0.9603960514068604,0.12664997577667236,NA,NA,NA,NA
0,0.9561753273010254,0.9504950642585754,0.9524752497673035,0.1355237066745758,NA,NA,NA,NA
1,0.9561753273010254,0.9504950642585754,0.9544554352760315,0.12795990705490112,NA,NA,NA,NA
2,0.9602385759353638,0.9564356207847595,0.9564356207847595,0.12799684703350067,NA,NA,NA,NA
3,0.9600798487663269,0.9524752497673035,0.9564356207847595,0.12434660643339157,NA,NA,NA,NA
4,0.9582505226135254,0.9544554352760315,0.9584158658981323,0.1219264417886734,NA,NA,NA,NA
0,0.9601593613624573,0.9544554352760315,0.9544554352760315,0.13214735686779022,NA,NA,NA,NA
