client_id,round,epoch,epoch_time,total_fit_time,peak_ram_gb,peak_gpu_mem_mb,peak_gpu_util_pct
1,0,2,0.6287,3.5087,12.67,0.00,0.00
1,0,3,0.6600,3.5087,12.67,0.00,0.00
1,0,4,0.6090,3.5087,12.67,0.00,0.00
1,0,5,0.6714,3.5087,12.67,0.00,0.00
1,0,1,0.6245,3.5073,12.66,0.00,0.00
1,0,2,0.6036,3.5073,12.66,0.00,0.00
1,0,3,0.5577,3.5073,12.66,0.00,0.00
1,0,4,0.6181,3.5073,12.66,0.00,0.00
1,0,5,0.7480,3.5073,12.66,0.00,0.00
1,0,1,0.6814,4.5089,12.68,0.00,0.00
1,0,2,1.3789,4.5089,12.68,0.00,0.00
1,0,3,0.6755,4.5089,12.68,0.00,0.00
1,0,4,0.6828,4.5089,12.68,0.00,0.00
1,0,5,0.5895,4.5089,12.68,0.00,0.00
1,0,1,2.5141,5.0117,12.80,0.00,0.00
1,0,2,0.6304,5.0117,12.80,0.00,0.00
1,0,3,0.5799,5.0117,12.80,0.00,0.00
1,0,4,0.5571,5.0117,12.80,0.00,0.00
1,0,5,0.5297,5.0117,12.80,0.00,0.00
1,0,1,0.7859,3.5070,12.86,0.00,0.00
1,0,2,0.7040,3.5070,12.86,0.00,0.00
1,0,3,0.5392,3.5070,12.86,0.00,0.00
1,0,4,0.5432,3.5070,12.86,0.00,0.00
1,0,5,0.4982,3.5070,12.86,0.00,0.00
1,0,1,0.7089,4.5078,12.88,0.00,0.00
1,0,2,1.1966,4.5078,12.88,0.00,0.00
1,0,3,0.6981,4.5078,12.88,0.00,0.00
1,0,4,0.6860,4.5078,12.88,0.00,0.00
1,0,5,0.7201,4.5078,12.88,0.00,0.00
1,0,1,0.7223,3.5102,12.88,0.00,0.00
1,0,2,0.7112,3.5102,12.88,0.00,0.00
1,0,3,0.6475,3.5102,12.88,0.00,0.00
1,0,4,0.6596,3.5102,12.88,0.00,0.00
1,0,5,0.5754,3.5102,12.88,0.00,0.00
1,0,1,0.7572,4.0122,12.85,0.00,0.00
1,0,2,1.2148,4.0122,12.85,0.00,0.00
1,0,3,0.6177,4.0122,12.85,0.00,0.00
1,0,4,0.6028,4.0122,12.85,0.00,0.00
1,0,5,0.6087,4.0122,12.85,0.00,0.00
1,0,1,0.6459,3.5096,12.85,0.00,0.00
1,0,2,0.6943,3.5096,12.85,0.00,0.00
1,0,3,0.5833,3.5096,12.85,0.00,0.00
1,0,4,0.5983,3.5096,12.85,0.00,0.00
1,0,5,0.5752,3.5096,12.85,0.00,0.00
1,0,1,0.6511,4.0076,12.87,0.00,0.00
1,0,2,1.3417,4.0076,12.87,0.00,0.00
1,0,3,0.5870,4.0076,12.87,0.00,0.00
1,0,4,0.5908,4.0076,12.87,0.00,0.00
1,0,5,0.4717,4.0076,12.87,0.00,0.00
1,0,1,0.6921,4.5471,12.88,0.00,0.00
1,0,2,0.7265,4.5471,12.88,0.00,0.00
1,0,3,0.6109,4.5471,12.88,0.00,0.00
1,0,4,0.6607,4.5471,12.88,0.00,0.00
1,0,5,0.9177,4.5471,12.88,0.00,0.00
1,0,1,0.7504,3.5082,12.94,0.00,0.00
1,0,2,0.6777,3.5082,12.94,0.00,0.00
1,0,3,0.7132,3.5082,12.94,0.00,0.00
1,0,4,0.6184,3.5082,12.94,0.00,0.00
1,0,5,0.6136,3.5082,12.94,0.00,0.00
1,0,1,0.6477,3.5064,12.93,0.00,0.00
1,0,2,0.6922,3.5064,12.93,0.00,0.00
1,0,3,0.5952,3.5064,12.93,0.00,0.00
1,0,4,0.6028,3.5064,12.93,0.00,0.00
1,0,5,0.7034,3.5064,12.93,0.00,0.00
1,0,1,2.2933,5.5115,12.14,0.00,0.00
1,0,2,0.7442,5.5115,12.14,0.00,0.00
1,0,3,0.8938,5.5115,12.14,0.00,0.00
1,0,4,0.6836,5.5115,12.14,0.00,0.00
1,0,5,0.7022,5.5115,12.14,0.00,0.00
1,0,1,0.7065,4.0075,12.18,0.00,0.00
1,0,2,0.6806,4.0075,12.18,0.00,0.00
1,0,3,0.7319,4.0075,12.18,0.00,0.00
1,0,4,0.8585,4.0075,12.18,0.00,0.00
1,0,5,0.6050,4.0075,12.18,0.00,0.00
1,0,1,0.6939,4.5083,12.18,0.00,0.00
1,0,2,1.3834,4.5083,12.18,0.00,0.00
1,0,3,0.6929,4.5083,12.18,0.00,0.00
1,0,4,0.6775,4.5083,12.18,0.00,0.00
1,0,5,0.4983,4.5083,12.18,0.00,0.00
1,0,1,0.8013,4.0100,12.24,0.00,0.00
1,0,2,0.8498,4.0100,12.24,0.00,0.00
1,0,3,0.6873,4.0100,12.24,0.00,0.00
1,0,4,0.6974,4.0100,12.24,0.00,0.00
1,0,5,0.6761,4.0100,12.24,0.00,0.00
1,0,1,0.6982,4.0057,12.19,0.00,0.00
1,0,2,0.7048,4.0057,12.19,0.00,0.00
1,0,3,0.7254,4.0057,12.19,0.00,0.00
1,0,4,0.7381,4.0057,12.19,0.00,0.00
1,0,5,1.0532,4.0057,12.19,0.00,0.00
1,0,1,0.7271,4.0142,12.19,0.00,0.00
1,0,2,0.6220,4.0142,12.19,0.00,0.00
1,0,3,0.8772,4.0142,12.19,0.00,0.00
1,0,4,0.7647,4.0142,12.19,0.00,0.00
1,0,5,0.7691,4.0142,12.19,0.00,0.00
1,0,1,0.7684,4.5083,12.06,0.00,0.00
1,0,2,0.7505,4.5083,12.06,0.00,0.00
1,0,3,0.9213,4.5083,12.06,0.00,0.00
1,0,4,1.0749,4.5083,12.06,0.00,0.00
1,0,5,0.7856,4.5083,12.06,0.00,0.00
1,0,1,0.6950,4.0066,12.05,0.00,0.00
1,0,2,0.7012,4.0066,12.05,0.00,0.00
1,0,3,0.7061,4.0066,12.05,0.00,0.00
1,0,4,1.2932,4.0066,12.05,0.00,0.00
1,0,5,0.4607,4.0066,12.05,0.00,0.00
1,0,1,0.7913,4.0078,12.03,0.00,0.00
1,0,2,0.7364,4.0078,12.03,0.00,0.00
1,0,3,0.7701,4.0078,12.03,0.00,0.00
1,0,4,0.7089,4.0078,12.03,0.00,0.00
1,0,5,0.6870,4.0078,12.03,0.00,0.00
1,0,1,0.6938,4.0055,12.00,0.00,0.00
1,0,2,0.7030,4.0055,12.00,0.00,0.00
1,0,3,0.6882,4.0055,12.00,0.00,0.00
1,0,4,0.7003,4.0055,12.00,0.00,0.00
1,0,5,0.6880,4.0055,12.00,0.00,0.00
1,0,1,2.8024,6.5133,13.09,0.00,0.00
1,0,2,0.6098,6.5133,13.09,0.00,0.00
1,0,3,0.7182,6.5133,13.09,0.00,0.00
1,0,4,0.8450,6.5133,13.09,0.00,0.00
1,0,5,1.0673,6.5133,13.09,0.00,0.00
1,0,1,0.6826,4.0072,13.09,0.00,0.00
1,0,2,0.7458,4.0072,13.09,0.00,0.00
1,0,3,0.6572,4.0072,13.09,0.00,0.00
1,0,4,0.7262,4.0072,13.09,0.00,0.00
1,0,5,1.0831,4.0072,13.09,0.00,0.00
1,0,1,0.6472,3.5074,12.78,0.00,0.00
1,0,2,0.7095,3.5074,12.78,0.00,0.00
1,0,3,0.6630,3.5074,12.78,0.00,0.00
1,0,4,0.6552,3.5074,12.78,0.00,0.00
1,0,5,0.6348,3.5074,12.78,0.00,0.00
1,0,1,0.6285,3.5151,12.65,0.00,0.00
1,0,2,0.6324,3.5151,12.65,0.00,0.00
1,0,3,0.7142,3.5151,12.65,0.00,0.00
1,0,4,0.5519,3.5151,12.65,0.00,0.00
1,0,5,0.8695,3.5151,12.65,0.00,0.00
1,0,1,0.6897,3.5071,12.68,0.00,0.00
1,0,2,0.7007,3.5071,12.68,0.00,0.00
1,0,3,0.6596,3.5071,12.68,0.00,0.00
1,0,4,0.6645,3.5071,12.68,0.00,0.00
1,0,5,0.6372,3.5071,12.68,0.00,0.00
1,0,1,0.6157,3.5070,12.68,0.00,0.00
1,0,2,0.6917,3.5070,12.68,0.00,0.00
1,0,3,0.6895,3.5070,12.68,0.00,0.00
1,0,4,0.6413,3.5070,12.68,0.00,0.00
1,0,5,0.6441,3.5070,12.68,0.00,0.00
1,0,1,0.6953,3.5077,12.70,0.00,0.00
1,0,2,0.6449,3.5077,12.70,0.00,0.00
1,0,3,0.6196,3.5077,12.70,0.00,0.00
1,0,4,0.6496,3.5077,12.70,0.00,0.00
1,0,5,0.6408,3.5077,12.70,0.00,0.00
1,0,1,0.6383,3.5080,12.70,0.00,0.00
1,0,2,0.7158,3.5080,12.70,0.00,0.00
1,0,3,0.6306,3.5080,12.70,0.00,0.00
1,0,4,0.6332,3.5080,12.70,0.00,0.00
1,0,5,0.6646,3.5080,12.70,0.00,0.00
1,0,1,0.6362,4.5109,12.71,0.00,0.00
1,0,2,0.7969,4.5109,12.71,0.00,0.00
1,0,3,1.3372,4.5109,12.71,0.00,0.00
1,0,4,1.0975,4.5109,12.71,0.00,0.00
1,0,5,0.4349,4.5109,12.71,0.00,0.00
1,0,1,0.6189,3.5061,12.64,0.00,0.00
1,0,2,0.6534,3.5061,12.64,0.00,0.00
1,0,3,0.6604,3.5061,12.64,0.00,0.00
1,0,4,0.6575,3.5061,12.64,0.00,0.00
1,0,5,0.6407,3.5061,12.64,0.00,0.00
