Class,Precision,Recall (Sensitivity),Specificity,F1-score
0,0.9493670886075949,0.9868421052631579,0.9850746268656716,0.967741935483871
1,1.0,1.0,1.0,1.0
2,0.9866666666666667,0.9866666666666667,0.9962825278810409,0.9866666666666668
3,1.0,1.0,1.0,1.0
4,0.9666666666666667,0.9206349206349206,0.9928825622775801,0.943089430894309
0,0.9493670886075949,0.9868421052631579,0.9850746268656716,0.967741935483871
1,1.0,1.0,1.0,1.0
2,0.9866666666666667,0.9866666666666667,0.9962825278810409,0.9866666666666668
3,1.0,1.0,1.0,1.0
4,0.9666666666666667,0.9206349206349206,0.9928825622775801,0.943089430894309
0,0.9354838709677419,0.9456521739130435,0.9815950920245399,0.9405405405405404
1,1.0,0.9871794871794872,1.0,0.9935483870967742
2,0.9565217391304348,1.0,0.9878787878787879,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.945054945054945,0.9052631578947369,0.9845201238390093,0.924731182795699
0,0.9879518072289156,0.8913043478260869,0.9969325153374233,0.9371428571428572
1,1.0,1.0,1.0,1.0
2,0.9777777777777777,1.0,0.9939393939393939,0.9887640449438202
3,1.0,1.0,1.0,1.0
4,0.9019607843137255,0.968421052631579,0.9690402476780186,0.934010152284264
0,0.9354838709677419,0.9456521739130435,0.9815950920245399,0.9405405405405404
1,1.0,1.0,1.0,1.0
2,0.9777777777777777,1.0,0.9939393939393939,0.9887640449438202
3,1.0,1.0,1.0,1.0
4,0.9456521739130435,0.9157894736842105,0.9845201238390093,0.9304812834224598
0,0.945054945054945,0.9347826086956522,0.9846625766871165,0.9398907103825138
1,1.0,1.0,1.0,1.0
2,0.9775280898876404,0.9886363636363636,0.9939393939393939,0.983050847457627
3,1.0,1.0,1.0,1.0
4,0.9368421052631579,0.9368421052631579,0.9814241486068112,0.9368421052631579
0,0.9347826086956522,0.9347826086956522,0.9815950920245399,0.9347826086956522
1,1.0,1.0,1.0,1.0
2,0.9775280898876404,0.9886363636363636,0.9939393939393939,0.983050847457627
3,1.0,1.0,1.0,1.0
4,0.9361702127659575,0.9263157894736842,0.9814241486068112,0.9312169312169313
0,0.9347826086956522,0.9347826086956522,0.9815950920245399,0.9347826086956522
1,1.0,1.0,1.0,1.0
2,0.9777777777777777,1.0,0.9939393939393939,0.9887640449438202
3,1.0,1.0,1.0,1.0
4,0.9354838709677419,0.9157894736842105,0.9814241486068112,0.925531914893617
0,0.9361702127659575,0.9565217391304348,0.9815950920245399,0.9462365591397849
1,1.0,1.0,1.0,1.0
2,0.9777777777777777,1.0,0.9939393939393939,0.9887640449438202
3,1.0,1.0,1.0,1.0
4,0.9560439560439561,0.9157894736842105,0.9876160990712074,0.935483870967742
0,0.9550561797752809,0.9239130434782609,0.9877300613496932,0.9392265193370166
1,1.0,1.0,1.0,1.0
2,0.9775280898876404,0.9886363636363636,0.9939393939393939,0.983050847457627
3,1.0,1.0,1.0,1.0
4,0.9278350515463918,0.9473684210526315,0.978328173374613,0.9374999999999999
0,0.9764705882352941,0.9021739130434783,0.9938650306748467,0.9378531073446328
1,1.0,1.0,1.0,1.0
2,0.9772727272727273,0.9772727272727273,0.9939393939393939,0.9772727272727273
3,1.0,1.0,1.0,1.0
4,0.9019607843137255,0.968421052631579,0.9690402476780186,0.934010152284264
0,0.9347826086956522,0.9347826086956522,0.9815950920245399,0.9347826086956522
1,1.0,1.0,1.0,1.0
2,0.9777777777777777,1.0,0.9939393939393939,0.9887640449438202
3,1.0,1.0,1.0,1.0
4,0.9354838709677419,0.9157894736842105,0.9814241486068112,0.925531914893617
0,0.8888888888888888,0.9491525423728814,0.9704641350210971,0.9180327868852458
1,1.0,1.0,1.0,1.0
2,0.9850746268656716,0.9705882352941176,0.9956140350877193,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.9193548387096774,0.8769230769230769,0.9783549783549783,0.8976377952755904
0,0.9310344827586207,0.9152542372881356,0.9831223628691983,0.923076923076923
1,1.0,1.0,1.0,1.0
2,0.9850746268656716,0.9705882352941176,0.9956140350877193,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.8955223880597015,0.9230769230769231,0.9696969696969697,0.9090909090909091
0,0.9298245614035088,0.8983050847457628,0.9831223628691983,0.9137931034482759
1,1.0,1.0,1.0,1.0
2,0.9850746268656716,0.9705882352941176,0.9956140350877193,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.8823529411764706,0.9230769230769231,0.9653679653679653,0.9022556390977443
0,0.9636363636363636,0.8983050847457628,0.9915611814345991,0.9298245614035089
1,1.0,1.0,1.0,1.0
2,0.9850746268656716,0.9705882352941176,0.9956140350877193,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.8857142857142857,0.9538461538461539,0.9653679653679653,0.9185185185185185
0,0.9464285714285714,0.8983050847457628,0.9873417721518988,0.9217391304347826
1,1.0,1.0,1.0,1.0
2,0.9850746268656716,0.9705882352941176,0.9956140350877193,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.8840579710144928,0.9384615384615385,0.9653679653679653,0.9104477611940298
0,0.9322033898305084,0.9322033898305084,0.9831223628691983,0.9322033898305084
1,1.0,1.0,1.0,1.0
2,0.9850746268656716,0.9705882352941176,0.9956140350877193,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.9090909090909091,0.9230769230769231,0.974025974025974,0.9160305343511451
0,0.9454545454545454,0.8813559322033898,0.9873417721518988,0.9122807017543859
1,1.0,1.0,1.0,1.0
2,0.9850746268656716,0.9705882352941176,0.9956140350877193,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.8714285714285714,0.9384615384615385,0.961038961038961,0.9037037037037037
0,0.9298245614035088,0.8983050847457628,0.9831223628691983,0.9137931034482759
1,1.0,1.0,1.0,1.0
2,0.9850746268656716,0.9705882352941176,0.9956140350877193,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.8823529411764706,0.9230769230769231,0.9653679653679653,0.9022556390977443
0,0.9464285714285714,0.8983050847457628,0.9873417721518988,0.9217391304347826
1,1.0,1.0,1.0,1.0
2,0.9850746268656716,0.9705882352941176,0.9956140350877193,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.8840579710144928,0.9384615384615385,0.9653679653679653,0.9104477611940298
0,0.9298245614035088,0.8983050847457628,0.9831223628691983,0.9137931034482759
1,1.0,1.0,1.0,1.0
2,0.9850746268656716,0.9705882352941176,0.9956140350877193,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.8823529411764706,0.9230769230769231,0.9653679653679653,0.9022556390977443
0,0.9351851851851852,0.9099099099099099,0.9821882951653944,0.9223744292237445
1,1.0,1.0,1.0,1.0
2,0.9767441860465116,0.9882352941176471,0.9952267303102625,0.9824561403508771
3,1.0,1.0,1.0,1.0
4,0.908256880733945,0.9252336448598131,0.9748110831234257,0.9166666666666666
0,0.926605504587156,0.9099099099099099,0.9796437659033079,0.9181818181818182
1,1.0,1.0,1.0,1.0
2,0.9767441860465116,0.9882352941176471,0.9952267303102625,0.9824561403508771
3,1.0,1.0,1.0,1.0
4,0.9074074074074074,0.9158878504672897,0.9748110831234257,0.9116279069767442
0,0.9439252336448598,0.9099099099099099,0.9847328244274809,0.926605504587156
1,1.0,1.0,1.0,1.0
2,0.9767441860465116,0.9882352941176471,0.9952267303102625,0.9824561403508771
3,1.0,1.0,1.0,1.0
4,0.9090909090909091,0.9345794392523364,0.9748110831234257,0.9216589861751152
0,0.9433962264150944,0.9009009009009009,0.9847328244274809,0.9216589861751152
1,1.0,1.0,1.0,1.0
2,0.9767441860465116,0.9882352941176471,0.9952267303102625,0.9824561403508771
3,1.0,1.0,1.0,1.0
4,0.9009009009009009,0.9345794392523364,0.9722921914357683,0.9174311926605505
0,0.9107142857142857,0.918918918918919,0.9745547073791349,0.914798206278027
1,1.0,1.0,1.0,1.0
2,0.9767441860465116,0.9882352941176471,0.9952267303102625,0.9824561403508771
3,1.0,1.0,1.0,1.0
4,0.9142857142857143,0.897196261682243,0.9773299748110831,0.9056603773584906
0,0.911504424778761,0.9279279279279279,0.9745547073791349,0.9196428571428571
1,1.0,1.0,1.0,1.0
2,0.9767441860465116,0.9882352941176471,0.9952267303102625,0.9824561403508771
3,1.0,1.0,1.0,1.0
4,0.9230769230769231,0.897196261682243,0.9798488664987406,0.9099526066350712
0,0.9107142857142857,0.918918918918919,0.9745547073791349,0.914798206278027
1,1.0,1.0,1.0,1.0
2,0.9767441860465116,0.9882352941176471,0.9952267303102625,0.9824561403508771
3,1.0,1.0,1.0,1.0
4,0.9142857142857143,0.897196261682243,0.9773299748110831,0.9056603773584906
0,0.9107142857142857,0.918918918918919,0.9745547073791349,0.914798206278027
1,1.0,1.0,1.0,1.0
2,0.9767441860465116,0.9882352941176471,0.9952267303102625,0.9824561403508771
3,1.0,1.0,1.0,1.0
4,0.9142857142857143,0.897196261682243,0.9773299748110831,0.9056603773584906
0,0.9181818181818182,0.9099099099099099,0.9770992366412213,0.914027149321267
1,1.0,1.0,1.0,1.0
2,0.9767441860465116,0.9882352941176471,0.9952267303102625,0.9824561403508771
3,1.0,1.0,1.0,1.0
4,0.9065420560747663,0.9065420560747663,0.9748110831234257,0.9065420560747663
0,0.9181818181818182,0.9099099099099099,0.9770992366412213,0.914027149321267
1,1.0,1.0,1.0,1.0
2,0.9767441860465116,0.9882352941176471,0.9952267303102625,0.9824561403508771
3,1.0,1.0,1.0,1.0
4,0.9065420560747663,0.9065420560747663,0.9748110831234257,0.9065420560747663
0,1.0,0.9333333333333333,1.0,0.9655172413793104
1,1.0,1.0,1.0,1.0
2,0.9166666666666666,1.0,0.9824561403508771,0.9565217391304348
3,1.0,1.0,1.0,1.0
4,0.9411764705882353,0.9411764705882353,0.9803921568627451,0.9411764705882353
0,1.0,0.9333333333333333,1.0,0.9655172413793104
1,1.0,1.0,1.0,1.0
2,0.9166666666666666,1.0,0.9824561403508771,0.9565217391304348
3,1.0,1.0,1.0,1.0
4,0.9411764705882353,0.9411764705882353,0.9803921568627451,0.9411764705882353
0,1.0,0.9333333333333333,1.0,0.9655172413793104
1,1.0,1.0,1.0,1.0
2,0.9166666666666666,1.0,0.9824561403508771,0.9565217391304348
3,1.0,1.0,1.0,1.0
4,0.9411764705882353,0.9411764705882353,0.9803921568627451,0.9411764705882353
0,0.9333333333333333,0.9333333333333333,0.9811320754716981,0.9333333333333333
1,1.0,1.0,1.0,1.0
2,0.9166666666666666,1.0,0.9824561403508771,0.9565217391304348
3,1.0,1.0,1.0,1.0
4,0.9375,0.8823529411764706,0.9803921568627451,0.9090909090909091
0,0.9333333333333333,0.9333333333333333,0.9811320754716981,0.9333333333333333
1,1.0,1.0,1.0,1.0
2,0.9166666666666666,1.0,0.9824561403508771,0.9565217391304348
3,1.0,1.0,1.0,1.0
4,0.9375,0.8823529411764706,0.9803921568627451,0.9090909090909091
0,1.0,0.9333333333333333,1.0,0.9655172413793104
1,1.0,1.0,1.0,1.0
2,0.9166666666666666,1.0,0.9824561403508771,0.9565217391304348
3,1.0,1.0,1.0,1.0
4,0.9411764705882353,0.9411764705882353,0.9803921568627451,0.9411764705882353
0,1.0,0.9333333333333333,1.0,0.9655172413793104
1,1.0,1.0,1.0,1.0
2,0.9166666666666666,1.0,0.9824561403508771,0.9565217391304348
3,1.0,1.0,1.0,1.0
4,0.9411764705882353,0.9411764705882353,0.9803921568627451,0.9411764705882353
0,1.0,0.9333333333333333,1.0,0.9655172413793104
1,1.0,1.0,1.0,1.0
2,0.9166666666666666,1.0,0.9824561403508771,0.9565217391304348
3,1.0,1.0,1.0,1.0
4,0.9411764705882353,0.9411764705882353,0.9803921568627451,0.9411764705882353
0,1.0,0.9333333333333333,1.0,0.9655172413793104
1,1.0,1.0,1.0,1.0
2,0.9166666666666666,1.0,0.9824561403508771,0.9565217391304348
3,1.0,1.0,1.0,1.0
4,0.9411764705882353,0.9411764705882353,0.9803921568627451,0.9411764705882353
0,1.0,0.9333333333333333,1.0,0.9655172413793104
1,1.0,1.0,1.0,1.0
2,0.9166666666666666,1.0,0.9824561403508771,0.9565217391304348
3,1.0,1.0,1.0,1.0
4,0.9411764705882353,0.9411764705882353,0.9803921568627451,0.9411764705882353
0,0.96,0.8727272727272727,0.9867549668874173,0.9142857142857144
1,1.0,1.0,1.0,1.0
2,1.0,0.9111111111111111,1.0,0.9534883720930233
3,1.0,1.0,1.0,1.0
4,0.7608695652173914,0.9459459459459459,0.9349112426035503,0.8433734939759038
0,0.9795918367346939,0.8727272727272727,0.9933774834437086,0.923076923076923
1,1.0,1.0,1.0,1.0
2,1.0,0.9111111111111111,1.0,0.9534883720930233
3,1.0,1.0,1.0,1.0
4,0.7659574468085106,0.972972972972973,0.9349112426035503,0.8571428571428571
0,1.0,0.8545454545454545,1.0,0.9215686274509803
1,1.0,1.0,1.0,1.0
2,1.0,0.9111111111111111,1.0,0.9534883720930233
3,1.0,1.0,1.0,1.0
4,0.7551020408163265,1.0,0.9289940828402367,0.8604651162790697
0,0.9795918367346939,0.8727272727272727,0.9933774834437086,0.923076923076923
1,1.0,1.0,1.0,1.0
2,1.0,0.9111111111111111,1.0,0.9534883720930233
3,1.0,1.0,1.0,1.0
4,0.7659574468085106,0.972972972972973,0.9349112426035503,0.8571428571428571
0,1.0,0.8545454545454545,1.0,0.9215686274509803
1,1.0,1.0,1.0,1.0
2,1.0,0.9111111111111111,1.0,0.9534883720930233
3,1.0,1.0,1.0,1.0
4,0.7551020408163265,1.0,0.9289940828402367,0.8604651162790697
0,0.96,0.8727272727272727,0.9867549668874173,0.9142857142857144
1,1.0,1.0,1.0,1.0
2,1.0,0.9111111111111111,1.0,0.9534883720930233
3,1.0,1.0,1.0,1.0
4,0.7608695652173914,0.9459459459459459,0.9349112426035503,0.8433734939759038
0,0.96,0.8727272727272727,0.9867549668874173,0.9142857142857144
1,1.0,1.0,1.0,1.0
2,1.0,0.9111111111111111,1.0,0.9534883720930233
3,1.0,1.0,1.0,1.0
4,0.7608695652173914,0.9459459459459459,0.9349112426035503,0.8433734939759038
0,1.0,0.8727272727272727,1.0,0.9320388349514563
1,1.0,1.0,1.0,1.0
2,1.0,0.9111111111111111,1.0,0.9534883720930233
3,1.0,1.0,1.0,1.0
4,0.7708333333333334,1.0,0.9349112426035503,0.8705882352941177
0,0.9795918367346939,0.8727272727272727,0.9933774834437086,0.923076923076923
1,1.0,1.0,1.0,1.0
2,1.0,0.9111111111111111,1.0,0.9534883720930233
3,1.0,1.0,1.0,1.0
4,0.7659574468085106,0.972972972972973,0.9349112426035503,0.8571428571428571
0,0.9795918367346939,0.8727272727272727,0.9933774834437086,0.923076923076923
1,1.0,1.0,1.0,1.0
2,1.0,0.9111111111111111,1.0,0.9534883720930233
3,1.0,1.0,1.0,1.0
4,0.7659574468085106,0.972972972972973,0.9349112426035503,0.8571428571428571
0,0.9291338582677166,0.9291338582677166,0.9795918367346939,0.9291338582677164
1,1.0,1.0,1.0,1.0
2,0.9611650485436893,0.9801980198019802,0.9914346895074947,0.9705882352941178
3,1.0,1.0,1.0,1.0
4,0.9181818181818182,0.9017857142857143,0.9802631578947368,0.9099099099099099
0,0.9365079365079365,0.9291338582677166,0.981859410430839,0.932806324110672
1,1.0,1.0,1.0,1.0
2,0.9523809523809523,0.9900990099009901,0.9892933618843683,0.970873786407767
3,1.0,1.0,1.0,1.0
4,0.9174311926605505,0.8928571428571429,0.9802631578947368,0.9049773755656108
0,0.9291338582677166,0.9291338582677166,0.9795918367346939,0.9291338582677164
1,1.0,1.0,1.0,1.0
2,0.9523809523809523,0.9900990099009901,0.9892933618843683,0.970873786407767
3,1.0,1.0,1.0,1.0
4,0.9166666666666666,0.8839285714285714,0.9802631578947368,0.8999999999999999
0,0.9435483870967742,0.9212598425196851,0.9841269841269841,0.9322709163346614
1,1.0,1.0,1.0,1.0
2,0.9523809523809523,0.9900990099009901,0.9892933618843683,0.970873786407767
3,1.0,1.0,1.0,1.0
4,0.9099099099099099,0.9017857142857143,0.9780701754385965,0.905829596412556
0,0.9291338582677166,0.9291338582677166,0.9795918367346939,0.9291338582677164
1,1.0,1.0,1.0,1.0
2,0.9611650485436893,0.9801980198019802,0.9914346895074947,0.9705882352941178
3,1.0,1.0,1.0,1.0
4,0.9181818181818182,0.9017857142857143,0.9802631578947368,0.9099099099099099
0,0.916030534351145,0.9448818897637795,0.9750566893424036,0.9302325581395349
1,1.0,1.0,1.0,1.0
2,0.9519230769230769,0.9801980198019802,0.9892933618843683,0.9658536585365853
3,1.0,1.0,1.0,1.0
4,0.9333333333333333,0.875,0.9846491228070176,0.9032258064516129
0,0.9504132231404959,0.905511811023622,0.9863945578231292,0.9274193548387096
1,1.0,1.0,1.0,1.0
2,0.9523809523809523,0.9900990099009901,0.9892933618843683,0.970873786407767
3,1.0,1.0,1.0,1.0
4,0.8947368421052632,0.9107142857142857,0.9736842105263158,0.9026548672566371
0,0.9230769230769231,0.9448818897637795,0.9773242630385488,0.9338521400778211
1,1.0,1.0,1.0,1.0
2,0.9611650485436893,0.9801980198019802,0.9914346895074947,0.9705882352941178
3,1.0,1.0,1.0,1.0
4,0.9345794392523364,0.8928571428571429,0.9846491228070176,0.91324200913242
0,0.9236641221374046,0.952755905511811,0.9773242630385488,0.937984496124031
1,1.0,1.0,1.0,1.0
2,0.9523809523809523,0.9900990099009901,0.9892933618843683,0.970873786407767
3,1.0,1.0,1.0,1.0
4,0.9423076923076923,0.875,0.9868421052631579,0.9074074074074073
0,0.9291338582677166,0.9291338582677166,0.9795918367346939,0.9291338582677164
1,1.0,1.0,1.0,1.0
2,0.9523809523809523,0.9900990099009901,0.9892933618843683,0.970873786407767
3,1.0,1.0,1.0,1.0
4,0.9166666666666666,0.8839285714285714,0.9802631578947368,0.8999999999999999
0,0.9473684210526315,0.9197080291970803,0.9858012170385395,0.9333333333333333
1,1.0,1.0,1.0,1.0
2,0.9811320754716981,0.9719626168224299,0.9961759082217974,0.9765258215962441
3,1.0,1.0,1.0,1.0
4,0.9133333333333333,0.9448275862068966,0.9731958762886598,0.9288135593220338
0,0.9473684210526315,0.9197080291970803,0.9858012170385395,0.9333333333333333
1,1.0,1.0,1.0,1.0
2,0.9719626168224299,0.9719626168224299,0.994263862332696,0.9719626168224299
3,1.0,1.0,1.0,1.0
4,0.912751677852349,0.9379310344827586,0.9731958762886598,0.9251700680272109
0,0.9420289855072463,0.948905109489051,0.9837728194726166,0.9454545454545454
1,1.0,1.0,1.0,1.0
2,0.9811320754716981,0.9719626168224299,0.9961759082217974,0.9765258215962441
3,1.0,1.0,1.0,1.0
4,0.9379310344827586,0.9379310344827586,0.9814432989690721,0.9379310344827586
0,0.9473684210526315,0.9197080291970803,0.9858012170385395,0.9333333333333333
1,1.0,1.0,1.0,1.0
2,0.9719626168224299,0.9719626168224299,0.994263862332696,0.9719626168224299
3,1.0,1.0,1.0,1.0
4,0.912751677852349,0.9379310344827586,0.9731958762886598,0.9251700680272109
0,0.935251798561151,0.948905109489051,0.9817444219066938,0.9420289855072463
1,1.0,1.0,1.0,1.0
2,0.9719626168224299,0.9719626168224299,0.994263862332696,0.9719626168224299
3,1.0,1.0,1.0,1.0
4,0.9370629370629371,0.9241379310344827,0.9814432989690721,0.9305555555555555
0,0.935251798561151,0.948905109489051,0.9817444219066938,0.9420289855072463
1,1.0,1.0,1.0,1.0
2,0.9719626168224299,0.9719626168224299,0.994263862332696,0.9719626168224299
3,1.0,1.0,1.0,1.0
4,0.9370629370629371,0.9241379310344827,0.9814432989690721,0.9305555555555555
0,0.935251798561151,0.948905109489051,0.9817444219066938,0.9420289855072463
1,1.0,1.0,1.0,1.0
2,0.9811320754716981,0.9719626168224299,0.9961759082217974,0.9765258215962441
3,1.0,1.0,1.0,1.0
4,0.9375,0.9310344827586207,0.9814432989690721,0.9342560553633218
0,0.9290780141843972,0.9562043795620438,0.9797160243407708,0.9424460431654678
1,1.0,1.0,1.0,1.0
2,0.9719626168224299,0.9719626168224299,0.994263862332696,0.9719626168224299
3,1.0,1.0,1.0,1.0
4,0.9432624113475178,0.9172413793103448,0.9835051546391752,0.9300699300699301
0,0.9290780141843972,0.9562043795620438,0.9797160243407708,0.9424460431654678
1,1.0,0.9912280701754386,1.0,0.9955947136563876
2,0.9629629629629629,0.9719626168224299,0.9923518164435946,0.9674418604651163
3,1.0,1.0,1.0,1.0
4,0.9432624113475178,0.9172413793103448,0.9835051546391752,0.9300699300699301
0,0.948905109489051,0.948905109489051,0.9858012170385395,0.948905109489051
1,1.0,1.0,1.0,1.0
2,0.9719626168224299,0.9719626168224299,0.994263862332696,0.9719626168224299
3,1.0,1.0,1.0,1.0
4,0.9379310344827586,0.9379310344827586,0.9814432989690721,0.9379310344827586
0,0.9230769230769231,0.9428571428571428,0.9793621013133208,0.9328621908127208
1,1.0,1.0,1.0,1.0
2,0.9871794871794872,0.9808917197452229,0.9961240310077519,0.9840255591054313
3,1.0,1.0,1.0,1.0
4,0.9133858267716536,0.8992248062015504,0.9797794117647058,0.9062500000000001
0,0.9285714285714286,0.9285714285714286,0.9812382739212008,0.9285714285714286
1,0.9915966386554622,1.0,0.9981981981981982,0.9957805907172996
2,0.9808917197452229,0.9808917197452229,0.9941860465116279,0.9808917197452229
3,1.0,1.0,1.0,1.0
4,0.90625,0.8992248062015504,0.9779411764705882,0.9027237354085603
0,0.935251798561151,0.9285714285714286,0.9831144465290806,0.931899641577061
1,1.0,1.0,1.0,1.0
2,0.9808917197452229,0.9808917197452229,0.9941860465116279,0.9808917197452229
3,1.0,1.0,1.0,1.0
4,0.9076923076923077,0.9147286821705426,0.9779411764705882,0.9111969111969112
0,0.9416058394160584,0.9214285714285714,0.9849906191369606,0.9314079422382672
1,1.0,1.0,1.0,1.0
2,0.9808917197452229,0.9808917197452229,0.9941860465116279,0.9808917197452229
3,1.0,1.0,1.0,1.0
4,0.9015151515151515,0.9224806201550387,0.9761029411764706,0.9118773946360152
0,0.9416058394160584,0.9214285714285714,0.9849906191369606,0.9314079422382672
1,0.9915966386554622,1.0,0.9981981981981982,0.9957805907172996
2,0.9746835443037974,0.9808917197452229,0.9922480620155039,0.9777777777777777
3,1.0,1.0,1.0,1.0
4,0.9076923076923077,0.9147286821705426,0.9779411764705882,0.9111969111969112
0,0.935251798561151,0.9285714285714286,0.9831144465290806,0.931899641577061
1,0.9915966386554622,1.0,0.9981981981981982,0.9957805907172996
2,0.9808917197452229,0.9808917197452229,0.9941860465116279,0.9808917197452229
3,1.0,1.0,1.0,1.0
4,0.9069767441860465,0.9069767441860465,0.9779411764705882,0.9069767441860465
0,0.9416058394160584,0.9214285714285714,0.9849906191369606,0.9314079422382672
1,0.9915966386554622,1.0,0.9981981981981982,0.9957805907172996
