epoch,Precision,Recall,accuracy,loss,val_Precision,val_Recall,val_accuracy,val_loss
0,0.9718691110610962,0.9168155193328857,0.957897424697876,0.16941504180431366,NA,NA,NA,NA
1,0.9718598127365112,0.9693799614906311,0.9706557989120483,0.0879356637597084,NA,NA,NA,NA
2,0.9682864546775818,0.9660627841949463,0.9668282866477966,0.09062200039625168,NA,NA,NA,NA
3,0.9683431386947632,0.9678489565849304,0.9681041240692139,0.08823499083518982,NA,NA,NA,NA
4,0.9700919985771179,0.9683592915534973,0.9696351289749146,0.08572082966566086,NA,NA,NA,NA
0,0.9721013307571411,0.9691247940063477,0.9701454639434814,0.08564631640911102,NA,NA,NA,NA
1,0.9696040749549866,0.9686144590377808,0.9691247940063477,0.0849132090806961,NA,NA,NA,NA
2,0.9698441028594971,0.9683592915534973,0.9691247940063477,0.08651219308376312,NA,NA,NA,NA
3,0.9693408012390137,0.9681041240692139,0.9686144590377808,0.0855734646320343,NA,NA,NA,NA
4,0.9713408350944519,0.9686144590377808,0.9691247940063477,0.08451202511787415,NA,NA,NA,NA
0,0.9703325033187866,0.9681041240692139,0.9693799614906311,0.08739113062620163,NA,NA,NA,NA
1,0.9701073169708252,0.9688696265220642,0.9691247940063477,0.08574813604354858,NA,NA,NA,NA
2,0.9713481664657593,0.9688696265220642,0.969890296459198,0.08357924222946167,NA,NA,NA,NA
3,0.9685583114624023,0.9668282866477966,0.9678489565849304,0.08533657342195511,NA,NA,NA,NA
4,0.9683188796043396,0.9670834541320801,0.9673386216163635,0.08583176136016846,NA,NA,NA,NA
0,0.9708365201950073,0.9683592915534973,0.9688696265220642,0.08426880091428757,NA,NA,NA,NA
1,0.9690616130828857,0.9670834541320801,0.9681041240692139,0.08516498655080795,NA,NA,NA,NA
2,0.9705957770347595,0.9686144590377808,0.9704006314277649,0.08613742887973785,NA,NA,NA,NA
3,0.971129298210144,0.969890296459198,0.9701454639434814,0.08361177146434784,NA,NA,NA,NA
4,0.9706183075904846,0.9693799614906311,0.9701454639434814,0.08456362783908844,NA,NA,NA,NA
0,0.9703476428985596,0.9686144590377808,0.9693799614906311,0.08521120995283127,NA,NA,NA,NA
1,0.9710923433303833,0.9686144590377808,0.9693799614906311,0.08579975366592407,NA,NA,NA,NA
2,0.9708514213562012,0.9688696265220642,0.9701454639434814,0.08502990752458572,NA,NA,NA,NA
3,0.9685743451118469,0.9673386216163635,0.9681041240692139,0.08413324505090714,NA,NA,NA,NA
4,0.9698441028594971,0.9683592915534973,0.9686144590377808,0.08342794328927994,NA,NA,NA,NA
0,0.9688138961791992,0.9670834541320801,0.9683592915534973,0.08619183301925659,NA,NA,NA,NA
1,0.9703325033187866,0.9681041240692139,0.9691247940063477,0.08417752385139465,NA,NA,NA,NA
2,0.9695496559143066,0.9668282866477966,0.9683592915534973,0.084845170378685,NA,NA,NA,NA
3,0.9708737730979919,0.9696351289749146,0.969890296459198,0.08443266153335571,NA,NA,NA,NA
4,0.9690853357315063,0.9678489565849304,0.9686144590377808,0.08417698740959167,NA,NA,NA,NA
0,0.9708514213562012,0.9688696265220642,0.969890296459198,0.08518927544355392,NA,NA,NA,NA
1,0.970099687576294,0.9686144590377808,0.969890296459198,0.08405977487564087,NA,NA,NA,NA
2,0.9706183075904846,0.9693799614906311,0.9696351289749146,0.08494720607995987,NA,NA,NA,NA
3,0.970588207244873,0.9683592915534973,0.9691247940063477,0.08344388753175735,NA,NA,NA,NA
4,0.9708588719367981,0.9691247940063477,0.969890296459198,0.08349526673555374,NA,NA,NA,NA
0,0.9713408350944519,0.9686144590377808,0.9696351289749146,0.0838075503706932,NA,NA,NA,NA
1,0.9708290696144104,0.9681041240692139,0.969890296459198,0.08376085013151169,NA,NA,NA,NA
2,0.9726412892341614,0.9706557989120483,0.9719316363334656,0.08402332663536072,NA,NA,NA,NA
3,0.970866322517395,0.9693799614906311,0.9704006314277649,0.08367540687322617,NA,NA,NA,NA
4,0.9724208116531372,0.9716764688491821,0.972186803817749,0.08307790756225586,NA,NA,NA,NA
0,0.9711145162582397,0.9693799614906311,0.969890296459198,0.0844494104385376,NA,NA,NA,NA
1,0.9710849523544312,0.9683592915534973,0.969890296459198,0.08295619487762451,NA,NA,NA,NA
2,0.9703627824783325,0.9691247940063477,0.9704006314277649,0.0836566612124443,NA,NA,NA,NA
3,0.970355212688446,0.9688696265220642,0.9696351289749146,0.08371586352586746,NA,NA,NA,NA
4,0.9716112613677979,0.9693799614906311,0.969890296459198,0.08407726883888245,NA,NA,NA,NA
0,0.9685823917388916,0.967593789100647,0.9683592915534973,0.08365178853273392,NA,NA,NA,NA
1,0.9708365201950073,0.9683592915534973,0.969890296459198,0.08366469293832779,NA,NA,NA,NA
2,0.9700843691825867,0.9681041240692139,0.9693799614906311,0.08444582670927048,NA,NA,NA,NA
3,0.9713701605796814,0.9696351289749146,0.9704006314277649,0.08365320414304733,NA,NA,NA,NA
4,0.969588577747345,0.9681041240692139,0.9681041240692139,0.08391990512609482,NA,NA,NA,NA
0,0.9707586169242859,0.9412866234779358,0.9633542895317078,0.13223899900913239,NA,NA,NA,NA
1,0.9698229432106018,0.967099130153656,0.9680352807044983,0.08607129007577896,NA,NA,NA,NA
2,0.9703673720359802,0.9679015874862671,0.9687040448188782,0.08569738268852234,NA,NA,NA,NA
3,0.9710261821746826,0.9681690335273743,0.9696402549743652,0.08462938666343689,NA,NA,NA,NA
4,0.9714247584342957,0.9684365391731262,0.9704427123069763,0.08586777001619339,NA,NA,NA,NA
0,1.0,0.06451612710952759,0.37634408473968506,1.4793968200683594,NA,NA,NA,NA
1,1.0,0.35483869910240173,0.8602150678634644,0.8542799353599548,NA,NA,NA,NA
2,1.0,0.602150559425354,0.9677419066429138,0.5701544880867004,NA,NA,NA,NA
3,1.0,0.7634408473968506,0.9784946441650391,0.40480202436447144,NA,NA,NA,NA
4,1.0,0.8817204236984253,0.9677419066429138,0.3018849194049835,NA,NA,NA,NA
0,0.9784857034683228,0.89144366979599,0.9430832862854004,0.21453489363193512,NA,NA,NA,NA
1,0.9757850766181946,0.9721070528030396,0.9732378721237183,0.07410797476768494,NA,NA,NA,NA
2,0.9754346013069153,0.9728609323501587,0.9739916920661926,0.07274705171585083,NA,NA,NA,NA
3,0.9750943183898926,0.9739916920661926,0.9747455716133118,0.07115382701158524,NA,NA,NA,NA
4,0.9727994203567505,0.9705992937088013,0.9721070528030396,0.07180586457252502,NA,NA,NA,NA
0,0.974329948425293,0.9728609323501587,0.9736147522926331,0.07126393914222717,NA,NA,NA,NA
1,0.9758216738700867,0.9736147522926331,0.9743686318397522,0.06964077055454254,NA,NA,NA,NA
2,0.9724528193473816,0.9713531732559204,0.9724839925765991,0.07153335213661194,NA,NA,NA,NA
3,0.9732075333595276,0.9721070528030396,0.9728609323501587,0.06880223006010056,NA,NA,NA,NA
4,0.9751037359237671,0.9743686318397522,0.9747455716133118,0.06979518383741379,NA,NA,NA,NA
0,0.9750849604606628,0.9736147522926331,0.9747455716133118,0.07079149782657623,NA,NA,NA,NA
1,0.9735948443412781,0.9728609323501587,0.9736147522926331,0.06968645006418228,NA,NA,NA,NA
2,0.9739524126052856,0.9724839925765991,0.9736147522926331,0.07151160389184952,NA,NA,NA,NA
3,0.9754531979560852,0.9736147522926331,0.9751225113868713,0.06938249617815018,NA,NA,NA,NA
4,0.9762084484100342,0.9743686318397522,0.9758763909339905,0.06941231340169907,NA,NA,NA,NA
0,0.9731974601745605,0.97173011302948,0.9721070528030396,0.0686432272195816,NA,NA,NA,NA
1,0.9750943183898926,0.9739916920661926,0.9743686318397522,0.06966748833656311,NA,NA,NA,NA
2,0.9747264981269836,0.9739916920661926,0.9747455716133118,0.06798996776342392,NA,NA,NA,NA
3,0.9750849604606628,0.9736147522926331,0.9743686318397522,0.07016552984714508,NA,NA,NA,NA
4,0.9747169613838196,0.9736147522926331,0.9739916920661926,0.06925559788942337,NA,NA,NA,NA
0,0.9743396043777466,0.9732378721237183,0.9736147522926331,0.06849472969770432,NA,NA,NA,NA
1,0.9747169613838196,0.9736147522926331,0.9743686318397522,0.06973837316036224,NA,NA,NA,NA
2,0.9747360348701477,0.9743686318397522,0.9747455716133118,0.07062462717294693,NA,NA,NA,NA
3,0.9746978878974915,0.9728609323501587,0.9743686318397522,0.0695299506187439,NA,NA,NA,NA
4,0.9750755429267883,0.9732378721237183,0.9743686318397522,0.0687381699681282,NA,NA,NA,NA
0,0.9735749363899231,0.9721070528030396,0.9724839925765991,0.06942097097635269,NA,NA,NA,NA
1,0.9747169613838196,0.9736147522926331,0.9747455716133118,0.06733579933643341,NA,NA,NA,NA
2,0.9743396043777466,0.9732378721237183,0.9739916920661926,0.06831947714090347,NA,NA,NA,NA
3,0.9735749363899231,0.9721070528030396,0.9732378721237183,0.06828155368566513,NA,NA,NA,NA
4,0.9758399128913879,0.9743686318397522,0.9754994511604309,0.06551186740398407,NA,NA,NA,NA
0,0.9758581519126892,0.9751225113868713,0.9758763909339905,0.06991707533597946,NA,NA,NA,NA
1,0.9750849604606628,0.9736147522926331,0.9747455716133118,0.06838347017765045,NA,NA,NA,NA
2,0.9747074246406555,0.9732378721237183,0.9739916920661926,0.0693899467587471,NA,NA,NA,NA
3,0.974349319934845,0.9736147522926331,0.9739916920661926,0.06979895383119583,NA,NA,NA,NA
4,0.9754624366760254,0.9739916920661926,0.9747455716133118,0.06653466075658798,NA,NA,NA,NA
0,0.9754624366760254,0.9739916920661926,0.9747455716133118,0.06783045083284378,NA,NA,NA,NA
1,0.9739622473716736,0.9728609323501587,0.9736147522926331,0.06996733695268631,NA,NA,NA,NA
