0,105,0,2,0,5
1,0,87,0,0,0
2,0,0,110,0,1
3,0,0,0,98,0
4,9,0,3,0,84
0,105,0,2,0,5
1,0,87,0,0,0
2,0,0,110,0,1
3,0,0,0,98,0
4,7,0,2,0,87
0,105,0,2,0,5
1,0,87,0,0,0
2,1,0,109,0,1
3,0,0,0,98,0
4,7,0,3,0,86
0,104,0,2,0,6
1,0,87,0,0,0
2,0,0,110,0,1
3,0,0,0,98,0
4,7,0,2,0,87
0,105,0,2,0,5
1,0,87,0,0,0
2,0,0,110,0,1
3,0,0,0,98,0
4,7,0,2,0,87
0,105,0,2,0,5
1,0,87,0,0,0
2,0,0,110,0,1
3,0,0,0,98,0
4,8,0,3,0,85
0,105,0,2,0,5
1,0,87,0,0,0
2,1,0,109,0,1
3,0,0,0,98,0
4,9,0,2,0,85
0,107,0,2,0,3
1,0,87,0,0,0
2,1,0,109,0,1
3,0,0,0,98,0
4,11,0,3,0,82
0,105,0,2,0,5
1,0,87,0,0,0
2,1,0,109,0,1
3,0,0,0,98,0
4,9,0,3,0,84
0,105,0,2,0,5
1,0,87,0,0,0
2,1,0,109,0,1
3,0,0,0,98,0
4,8,0,2,0,86
0,99,0,0,0,4
1,0,102,0,0,0
2,1,0,93,0,0
3,0,0,0,100,0
4,11,0,3,0,91
0,99,0,0,0,4
1,0,102,0,0,0
2,0,0,94,0,0
3,0,0,0,100,0
4,11,0,3,0,91
0,99,0,0,0,4
1,0,102,0,0,0
2,1,0,93,0,0
3,0,0,0,100,0
4,11,0,2,0,92
0,99,0,0,0,4
1,0,102,0,0,0
2,1,0,93,0,0
3,0,0,0,100,0
4,11,0,3,0,91
0,99,0,0,0,4
1,0,102,0,0,0
2,0,0,94,0,0
3,0,0,0,100,0
4,11,0,3,0,91
0,99,0,0,0,4
1,0,102,0,0,0
2,0,0,94,0,0
3,0,0,0,100,0
4,11,0,3,0,91
0,99,0,0,0,4
1,0,102,0,0,0
2,0,0,94,0,0
3,0,0,0,100,0
4,11,0,3,0,91
0,99,0,0,0,4
1,0,102,0,0,0
2,0,0,94,0,0
3,0,0,0,100,0
4,11,0,3,0,91
0,99,0,0,0,4
1,0,102,0,0,0
2,0,0,94,0,0
3,0,0,0,100,0
4,11,0,3,0,91
0,99,0,0,0,4
1,0,102,0,0,0
2,0,0,94,0,0
3,0,0,0,100,0
4,11,0,3,0,91
0,102,0,1,0,7
1,0,96,0,0,0
2,0,0,92,0,1
3,0,0,0,106,0
4,5,0,1,0,93
0,104,0,1,0,5
1,0,96,0,0,0
2,0,0,92,0,1
3,0,0,0,106,0
4,6,0,1,0,92
0,104,0,2,0,4
1,0,96,0,0,0
2,0,0,92,0,1
3,0,0,0,106,0
4,6,0,1,0,92
0,104,0,2,0,4
1,0,96,0,0,0
2,0,0,92,0,1
3,0,0,0,106,0
4,6,0,2,0,91
0,102,0,1,0,7
1,0,96,0,0,0
2,0,0,92,0,1
3,0,0,0,106,0
4,5,0,1,0,93
0,102,0,1,0,7
1,0,96,0,0,0
2,0,0,92,0,1
3,0,0,0,106,0
4,5,0,1,0,93
0,104,0,1,0,5
1,0,96,0,0,0
2,0,0,92,0,1
3,0,0,0,106,0
4,6,0,1,0,92
0,103,0,2,0,5
1,0,96,0,0,0
2,0,0,92,0,1
3,0,0,0,106,0
4,5,0,1,0,93
0,103,0,1,0,6
1,0,96,0,0,0
2,0,0,92,0,1
3,0,0,0,106,0
4,5,0,1,0,93
0,103,0,1,0,6
1,0,96,0,0,0
2,0,0,92,0,1
3,0,0,0,106,0
4,6,0,1,0,92
0,89,0,0,0,11
1,0,97,0,0,0
2,0,0,115,0,1
3,0,0,0,100,0
4,6,0,2,0,98
0,91,0,1,0,8
1,0,97,0,0,0
2,0,0,115,0,1
3,0,0,0,100,0
4,8,0,2,0,96
0,90,0,1,0,9
1,0,97,0,0,0
2,0,0,115,0,1
3,0,0,0,100,0
4,7,0,2,0,97
0,93,0,1,0,6
1,0,97,0,0,0
2,0,0,115,0,1
3,0,0,0,100,0
4,10,0,2,0,94
0,93,0,1,0,6
1,0,97,0,0,0
2,0,0,115,0,1
3,0,0,0,100,0
4,12,0,2,0,92
0,93,0,1,0,6
1,0,97,0,0,0
2,0,0,115,0,1
3,0,0,0,100,0
4,12,0,2,0,92
0,93,0,1,0,6
1,0,97,0,0,0
2,0,0,115,0,1
3,0,0,0,100,0
4,10,0,2,0,94
0,91,0,1,0,8
1,0,97,0,0,0
2,0,0,115,0,1
3,0,0,0,100,0
4,8,0,2,0,96
0,91,0,1,0,8
1,0,97,0,0,0
2,0,0,115,0,1
3,0,0,0,100,0
4,8,0,2,0,96
0,91,0,1,0,8
1,0,97,0,0,0
2,0,0,115,0,1
3,0,0,0,100,0
4,8,0,1,0,97
0,94,0,0,0,5
1,0,91,0,0,0
2,0,0,102,0,2
3,0,0,0,101,0
4,8,0,2,0,99
0,126,0,0,0,8
1,0,134,2,0,0
2,0,0,140,0,5
3,0,0,0,118,0
4,5,0,4,1,130
0,95,0,0,0,4
1,0,91,0,0,0
2,0,0,102,0,2
3,0,0,0,101,0
4,8,0,2,0,99
0,126,0,0,0,8
1,0,135,1,0,0
2,0,0,140,0,5
3,0,0,0,118,0
4,5,0,3,0,132
0,94,0,0,0,5
1,0,91,0,0,0
2,0,0,102,0,2
3,0,0,0,101,0
4,9,0,2,0,98
0,126,0,0,0,8
1,0,135,1,0,0
2,0,0,140,0,5
3,0,0,0,118,0
4,6,0,4,1,129
0,94,0,0,0,5
1,0,91,0,0,0
2,0,0,102,0,2
3,0,0,0,101,0
4,8,0,2,0,99
0,126,0,0,0,8
1,0,135,1,0,0
2,0,0,140,0,5
3,0,0,0,118,0
4,5,0,4,1,130
0,96,0,0,0,3
1,0,91,0,0,0
2,0,0,102,0,2
3,0,0,0,101,0
4,9,0,2,0,98
0,128,0,0,0,6
1,0,135,1,0,0
2,0,0,140,0,5
3,0,0,0,118,0
4,6,0,4,1,129
0,94,0,0,0,5
1,0,91,0,0,0
2,0,0,102,0,2
3,0,0,0,101,0
4,7,0,2,0,100
0,126,0,0,0,8
1,0,135,1,0,0
2,0,0,140,0,5
3,0,0,0,118,0
4,4,0,4,1,131
0,93,0,0,0,6
1,0,91,0,0,0
2,0,0,102,0,2
3,0,0,0,101,0
4,7,0,2,0,100
0,125,0,0,0,9
1,0,135,1,0,0
2,0,0,140,0,5
3,0,0,0,118,0
4,4,0,4,1,131
0,94,0,0,0,5
1,0,91,0,0,0
2,0,0,102,0,2
3,0,0,0,101,0
