0,91,0,2,0,3
1,0,108,0,0,0
2,0,0,103,0,2
3,0,0,0,98,0
4,7,0,0,0,90
0,89,0,1,0,6
1,0,108,0,0,0
2,0,0,103,0,2
3,0,0,0,98,0
4,5,0,0,0,92
0,91,0,1,0,4
1,0,108,0,0,0
2,0,0,103,0,2
3,0,0,0,98,0
4,6,0,0,0,91
0,88,0,1,0,7
1,0,108,0,0,0
2,0,0,103,0,2
3,0,0,0,98,0
4,5,0,0,0,92
0,91,0,1,0,4
1,0,108,0,0,0
2,0,0,103,0,2
3,0,0,0,98,0
4,6,0,0,0,91
0,91,0,1,0,4
1,0,108,0,0,0
2,0,0,103,0,2
3,0,0,0,98,0
4,7,0,0,0,90
0,91,0,1,0,4
1,0,108,0,0,0
2,0,0,103,0,2
3,0,0,0,98,0
4,7,0,0,0,90
0,91,0,2,0,3
1,0,108,0,0,0
2,0,0,103,0,2
3,0,0,0,98,0
4,9,0,0,0,88
0,91,0,1,0,4
1,0,108,0,0,0
2,0,0,103,0,2
3,0,0,0,98,0
4,7,0,0,0,90
0,91,0,1,0,4
1,0,108,0,0,0
2,0,0,103,0,2
3,0,0,0,98,0
4,7,0,0,0,90
0,99,0,0,0,7
1,0,107,0,0,0
2,0,0,98,0,2
3,0,0,0,103,0
4,4,0,3,1,80
0,99,0,0,0,7
1,0,107,0,0,0
2,0,0,98,0,2
3,0,0,0,103,0
4,3,0,3,1,81
0,99,0,0,0,7
1,0,107,0,0,0
2,0,0,98,0,2
3,0,0,0,103,0
4,4,0,3,0,81
0,101,0,0,0,5
1,0,107,0,0,0
2,0,0,98,0,2
3,0,0,0,103,0
4,8,0,3,0,77
0,99,0,0,0,7
1,0,107,0,0,0
2,0,0,98,0,2
3,0,0,0,103,0
4,3,0,3,0,82
0,100,0,0,0,6
1,0,107,0,0,0
2,0,0,98,0,2
3,0,0,0,103,0
4,7,0,3,0,78
0,99,0,0,0,7
1,0,107,0,0,0
2,0,0,98,0,2
3,0,0,0,103,0
4,3,0,3,0,82
0,99,0,0,0,7
1,0,107,0,0,0
2,0,0,98,0,2
3,0,0,0,103,0
4,3,0,3,0,82
0,99,0,0,0,7
1,0,107,0,0,0
2,0,0,98,0,2
3,0,0,0,103,0
4,4,0,3,0,81
0,101,0,0,0,5
1,0,107,0,0,0
2,0,0,98,0,2
3,0,0,0,103,0
4,9,0,3,0,76
0,89,0,1,0,5
1,0,97,0,0,0
2,0,0,102,0,2
3,0,0,0,106,0
4,4,0,2,0,96
0,90,0,1,0,4
1,0,97,0,0,0
2,1,0,101,0,2
3,0,0,0,106,0
4,7,0,2,0,93
0,90,0,1,0,4
1,0,97,0,0,0
2,0,0,102,0,2
3,0,0,0,106,0
4,6,0,2,0,94
0,90,0,1,0,4
1,0,97,0,0,0
2,0,0,102,0,2
3,0,0,0,106,0
4,6,0,2,0,94
0,89,0,1,0,5
1,0,97,0,0,0
2,0,0,102,0,2
3,0,0,0,106,0
4,4,0,1,0,97
0,89,0,1,0,5
1,0,97,0,0,0
2,0,0,102,0,2
3,0,0,0,106,0
4,4,0,2,0,96
0,90,0,1,0,4
1,0,97,0,0,0
2,0,0,102,0,2
3,0,0,0,106,0
4,7,0,2,0,93
0,89,0,1,0,5
1,0,97,0,0,0
2,0,0,102,0,2
3,0,0,0,106,0
4,5,0,2,0,95
0,89,0,1,0,5
1,0,97,0,0,0
2,0,0,102,0,2
3,0,0,0,106,0
4,5,0,2,0,95
0,89,0,1,0,5
1,0,97,0,0,0
2,1,0,101,0,2
3,0,0,0,106,0
4,5,0,1,0,96
0,96,0,2,0,6
1,0,93,0,0,0
2,1,0,94,0,3
3,0,0,0,74,0
4,1,0,1,0,77
0,98,0,2,0,4
1,0,93,0,0,0
2,0,0,95,0,3
3,0,0,0,74,0
4,1,0,1,0,77
0,98,0,2,0,4
1,0,93,0,0,0
2,0,0,95,0,3
3,0,0,0,74,0
4,1,0,1,0,77
0,98,0,2,0,4
1,0,93,0,0,0
2,1,0,94,0,3
3,0,0,0,74,0
4,1,0,1,0,77
0,99,0,2,0,3
1,0,93,0,0,0
2,1,0,94,0,3
3,0,0,0,74,0
4,2,0,1,0,76
0,99,0,2,0,3
1,0,93,0,0,0
2,1,0,94,0,3
3,0,0,0,74,0
4,2,0,1,0,76
0,98,0,2,0,4
1,0,93,0,0,0
2,0,0,95,0,3
3,0,0,0,74,0
4,1,0,1,0,77
0,98,0,2,0,4
1,0,93,0,0,0
2,0,0,95,0,3
3,0,0,0,74,0
4,1,0,1,0,77
0,98,0,2,0,4
1,0,93,0,0,0
2,0,0,95,0,3
3,0,0,0,74,0
4,1,0,1,0,77
0,98,0,2,0,4
1,0,93,0,0,0
2,0,0,95,0,3
3,0,0,0,74,0
4,1,0,1,0,77
0,106,0,0,0,6
1,0,89,1,0,0
2,0,0,116,0,4
3,0,0,0,99,0
4,8,0,3,0,72
0,107,0,0,0,5
1,0,89,1,0,0
2,0,0,116,0,4
3,0,0,0,99,0
4,8,0,2,0,73
0,107,0,0,0,5
1,0,89,1,0,0
2,0,0,116,0,4
3,0,0,0,99,0
4,8,0,3,0,72
0,106,0,0,0,6
1,0,89,1,0,0
2,0,0,116,0,4
3,0,0,0,99,0
4,8,0,3,0,72
0,108,0,0,0,4
1,0,89,1,0,0
2,0,0,116,0,4
3,0,0,0,99,0
4,8,0,3,0,72
0,105,0,0,0,7
1,0,89,1,0,0
2,0,0,116,0,4
3,0,0,0,99,0
4,6,0,3,0,74
0,105,0,0,0,7
1,0,89,1,0,0
2,0,0,116,0,4
3,0,0,0,99,0
4,4,0,3,0,76
0,106,0,0,0,6
1,0,89,1,0,0
2,0,0,116,0,4
3,0,0,0,99,0
4,8,0,3,0,72
0,107,0,0,0,5
1,0,89,1,0,0
2,0,0,116,0,4
3,0,0,0,99,0
4,8,0,3,0,72
0,94,0,0,0,2
1,0,85,0,0,0
2,0,0,115,0,4
3,0,0,0,99,0
