epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8998266458511353,0.447159081697464,0.9830042123794556,0.7519811987876892,0.9744012951850891,0.12101776152849197,0.9781696200370789,0.9620148539543152
1,0.9665676355361938,0.10911296308040619,0.9707646369934082,0.9621099829673767,0.9752270579338074,0.08706501126289368,0.9758131504058838,0.9661436676979065
2,0.968177318572998,0.09532760083675385,0.9701418280601501,0.9655770063400269,0.9744012951850891,0.07992150634527206,0.9742951989173889,0.9702724814414978
3,0.9683011174201965,0.09171971678733826,0.9693129658699036,0.9660723209381104,0.9735755324363708,0.07802381366491318,0.97508305311203,0.9694467186927795
4,0.9673105478286743,0.09122703224420547,0.9690836668014526,0.9664437770843506,0.9735755324363708,0.07616708427667618,0.9759336113929749,0.9710982441902161
5,0.968177318572998,0.08975672721862793,0.9693319797515869,0.9666914343833923,0.9744012951850891,0.07596801221370697,0.9759535789489746,0.9719240069389343
6,0.9684249758720398,0.08929088711738586,0.969580352306366,0.9669390916824341,0.9744012951850891,0.07469910383224487,0.9767634868621826,0.9719240069389343
7,0.9675582051277161,0.08945876359939575,0.9689479470252991,0.9659484624862671,0.9768785834312439,0.07482487708330154,0.9767827391624451,0.9727497696876526
8,0.9691678881645203,0.0886547639966011,0.9698286652565002,0.9671867489814758,0.9760528206825256,0.07448071986436844,0.9759933948516846,0.9735755324363708
9,0.9684249758720398,0.08849848806858063,0.9693357944488525,0.9668152332305908,0.9727497696876526,0.0748090073466301,0.9726594686508179,0.9694467186927795
10,0.9678058624267578,0.08779187500476837,0.9692040085792542,0.9664437770843506,0.9735755324363708,0.07447244971990585,0.9734879732131958,0.9702724814414978
11,0.9671867489814758,0.08949857205152512,0.968342661857605,0.9658246636390686,0.9768785834312439,0.07365243136882782,0.9768019914627075,0.9735755324363708
12,0.968177318572998,0.08868664503097534,0.9691028594970703,0.9670628905296326,0.9727497696876526,0.07392560690641403,0.9726821184158325,0.9702724814414978
13,0.9679296612739563,0.08819568902254105,0.9685987234115601,0.9663199782371521,0.9760528206825256,0.07372298091650009,0.9759933948516846,0.9735755324363708
14,0.9683011174201965,0.08789023756980896,0.9696969985961914,0.9668152332305908,0.9760528206825256,0.07430174201726913,0.9800166487693787,0.9719240069389343
15,0.9685487747192383,0.08844407647848129,0.9696969985961914,0.9668152332305908,0.9710982441902161,0.07402725517749786,0.9734439849853516,0.9686209559440613
16,0.968177318572998,0.08862422406673431,0.9692078232765198,0.9665676355361938,0.9760528206825256,0.07399006187915802,0.9759734869003296,0.9727497696876526
17,0.9680535197257996,0.08852546662092209,0.9688276052474976,0.9659484624862671,0.9760528206825256,0.07333534955978394,0.9759734869003296,0.9727497696876526
18,0.9692917466163635,0.08763117343187332,0.9702122211456299,0.9679296612739563,0.9727497696876526,0.07582885771989822,0.9743164777755737,0.9710982441902161
19,0.9678058624267578,0.08856157958507538,0.9688469767570496,0.9665676355361938,0.9735755324363708,0.07316641509532928,0.9743164777755737,0.9710982441902161
20,0.9686726331710815,0.08814618736505508,0.9699565768241882,0.9674343466758728,0.9735755324363708,0.07354611903429031,0.9742951989173889,0.9702724814414978
21,0.9684249758720398,0.0879962295293808,0.9695727825164795,0.9666914343833923,0.9768785834312439,0.07265269011259079,0.9768019914627075,0.9735755324363708
22,0.9674343466758728,0.087985098361969,0.9686065316200256,0.9665676355361938,0.9735755324363708,0.07347621023654938,0.9742951989173889,0.9702724814414978
23,0.9686726331710815,0.08736360818147659,0.9692001938819885,0.9663199782371521,0.9760528206825256,0.07307961583137512,0.9768019914627075,0.9735755324363708
24,0.9674343466758728,0.08766736090183258,0.9687267541885376,0.9665676355361938,0.9744012951850891,0.07355854660272598,0.9743164777755737,0.9710982441902161
25,0.96879643201828,0.08752435445785522,0.9693319797515869,0.9666914343833923,0.9702724814414978,0.07404403388500214,0.9734439849853516,0.9686209559440613
26,0.9679296612739563,0.08764208108186722,0.9689672589302063,0.9665676355361938,0.9744012951850891,0.07378210872411728,0.9783333539962769,0.9694467186927795
27,0.9691678881645203,0.08810583502054214,0.9703474044799805,0.9684249758720398,0.9735755324363708,0.0733862891793251,0.9751449823379517,0.9719240069389343
28,0.9676820039749146,0.08780785650014877,0.9690683484077454,0.9659484624862671,0.9710982441902161,0.07352878898382187,0.9734659790992737,0.9694467186927795
29,0.9689202308654785,0.08739796280860901,0.9704347848892212,0.9673105478286743,0.9752270579338074,0.07318836450576782,0.9759734869003296,0.9727497696876526
30,0.9673105478286743,0.08728859573602676,0.968718945980072,0.9663199782371521,0.9702724814414978,0.07412052899599075,0.971807599067688,0.967795193195343
31,0.9674343466758728,0.08802949637174606,0.9689479470252991,0.9659484624862671,0.9744012951850891,0.07350913435220718,0.9751449823379517,0.9719240069389343
32,0.9678058624267578,0.08761624246835709,0.9689595103263855,0.9663199782371521,0.9768785834312439,0.07354739308357239,0.9800498485565186,0.9735755324363708
33,0.9683011174201965,0.08782631158828735,0.9697120189666748,0.9673105478286743,0.9727497696876526,0.07441684603691101,0.9751449823379517,0.9719240069389343
34,0.9680535197257996,0.0872960090637207,0.9693244099617004,0.9664437770843506,0.9702724814414978,0.07421029359102249,0.9734439849853516,0.9686209559440613
35,0.96879643201828,0.08690792322158813,0.9700509309768677,0.9665676355361938,0.9702724814414978,0.07603898644447327,0.971807599067688,0.967795193195343
36,0.9678058624267578,0.08825823664665222,0.9690913558006287,0.9666914343833923,0.9702724814414978,0.07335057854652405,0.9734659790992737,0.9694467186927795
37,0.96879643201828,0.08800061047077179,0.9700732827186584,0.9673105478286743,0.9694467186927795,0.07399744540452957,0.9718309640884399,0.9686209559440613
38,0.9670628905296326,0.08791408687829971,0.9685909152030945,0.9660723209381104,0.9727497696876526,0.07238957285881042,0.9735099077224731,0.9710982441902161
39,0.9685487747192383,0.08737800270318985,0.9692307710647583,0.9673105478286743,0.9719240069389343,0.07375959306955338,0.97508305311203,0.9694467186927795
40,0.9683011174201965,0.08720841258764267,0.9700546860694885,0.9666914343833923,0.9710982441902161,0.07684196531772614,0.9719008207321167,0.9710982441902161
41,0.9689202308654785,0.08701591193675995,0.9700695276260376,0.9671867489814758,0.9719240069389343,0.07535284012556076,0.9726821184158325,0.9702724814414978
42,0.9684249758720398,0.08720678836107254,0.9699528217315674,0.9673105478286743,0.9710982441902161,0.07320105284452438,0.9734659790992737,0.9694467186927795
43,0.9685487747192383,0.08710670471191406,0.9692155122756958,0.9668152332305908,0.9752270579338074,0.0728563666343689,0.9759734869003296,0.9727497696876526
44,0.9684249758720398,0.08687764406204224,0.9701752066612244,0.9666914343833923,0.967795193195343,0.07464537769556046,0.971002459526062,0.967795193195343
45,0.9679296612739563,0.08790462464094162,0.9692307710647583,0.9673105478286743,0.9702724814414978,0.0729430764913559,0.9734659790992737,0.9694467186927795
46,0.9691678881645203,0.08786537498235703,0.9703179597854614,0.9674343466758728,0.9727497696876526,0.07489786297082901,0.9743164777755737,0.9710982441902161
47,0.968177318572998,0.08726992458105087,0.9694523811340332,0.9666914343833923,0.9727497696876526,0.07287231832742691,0.9767248630523682,0.9702724814414978
48,0.9678058624267578,0.08696544170379639,0.9690836668014526,0.9664437770843506,0.9760528206825256,0.07250725477933884,0.979218602180481,0.9727497696876526
49,0.9686726331710815,0.08745472133159637,0.9694485664367676,0.9665676355361938,0.9719240069389343,0.07282838225364685,0.9751037359237671,0.9702724814414978
